stop_id,stop_name,stop_lat,stop_lon
17695,Great Ocean Rd/Camp Rd (Anglesea),-38.4045077373684,144.188509787151
17697,Anglesea Motor Inn/Great Ocean Rd (Anglesea),-38.4089931308034,144.186572479107
17698,Anglesea Motor Inn/Great Ocean Rd (Anglesea),-38.4091147527739,144.186384550016
17699,Point Roadknight/Great Ocean Rd (Anglesea),-38.420388930297,144.174906829276
17700,Point Roadknight/Great Ocean Rd (Anglesea),-38.4208771549723,144.173857077752
17701,Post Office/Great Ocean Rd (Aireys Inlet),-38.4587419328405,144.106974759908
17702,Post Office/Great Ocean Rd (Aireys Inlet),-38.4584325149061,144.106849629389
17703,Bambra Rd/Great Ocean Rd (Aireys Inlet),-38.4647380577863,144.100249106138
17704,Bambra Rd/Great Ocean Rd (Aireys Inlet),-38.4645934807401,144.100231981674
17705,Yarringa Rd/Great Ocean Rd (Fairhaven),-38.4681075152911,144.085010109813
17706,Yarringa Rd/Great Ocean Rd (Fairhaven),-38.4679766210156,144.085542530534
17707,Golf Links Rd/Great Ocean Rd (Eastern View),-38.4722300860866,144.043907651812
17708,Golf Links Rd/Great Ocean Rd (Eastern View),-38.4718200892686,144.04444011703
17711,Lorne Visitor Centre/Great Ocean Rd (Lorne),-38.5372428320013,143.974522317703
17712,Lorne Visitor Centre/Great Ocean Rd (Lorne),-38.5372464970594,143.974315695554
17713,McRae Rd/Great Ocean Rd (Wye River),-38.635315719495,143.891055005901
17714,McRae Rd/Great Ocean Rd (Wye River),-38.6351656380438,143.890831776536
17715,Hawdon Ave/Great Ocean Rd (Kennett River),-38.6685612783162,143.862163852613
17717,Skenes Creek Valley Rd/Great Ocean Rd (Skenes Creek),-38.7249980260789,143.710124617515
17718,Pisces Holiday Park/Great Ocean Rd (Apollo Bay),-38.7417159899081,143.675389860237
17719,Pisces Holiday Park/Great Ocean Rd (Apollo Bay),-38.7416783683822,143.675334094142
17720,Visitor Information Centre/Great Ocean Rd (Apollo Bay),-38.754543901734,143.669064944721
17721,Great Ocean Rd (Lavers Hill),-38.6806638984081,143.391222185628
17722,Old Ocean Rd/Great Ocean Rd (Princetown),-38.6911297907964,143.155486081886
17723,Old Ocean Rd/Great Ocean Rd (Princetown),-38.691265114625,143.155766152052
17726,Surf Club/Tregea St (Port Campbell),-38.6192036704799,142.993776508132
17727,London Bridge/Great Ocean Rd (Port Campbell),-38.6217347332886,142.934599159216
17729,General Store/Macs St (Peterborough),-38.6070683334915,142.87719698365
17731,Bay  of Islands (Nirranda),-38.5848651866503,142.827428476868
17733,Warrnambool Railway Station (Warrnambool),-38.3851086555313,142.475664985136
17737,Spring St/Commercial Rd (Koroit),-38.2916577240939,142.362509425367
17738,Spring St/Commercial Rd (Koroit),-38.2913867869331,142.362035364708
17740,Annesley St (Yambuk),-38.3163444555564,142.067253815636
17742,Princes Hwy (Tyrendarra),-38.2188822742307,141.779335587637
17744,Narrawong Store/Princes Hwy (Narrawong),-38.2541453407716,141.70428993158
17745,Henty Street Bus Interchange/Henty St (Portland),-38.3460373632149,141.602743841229
17746,Lindsay St/Princes Hwy (Heywood),-38.1329515542617,141.629793457325
17748,General Store/Greenham St (Dartmoor),-37.9222351054407,141.276886925062
17749,Tourist Information Centre/Jubilee Hwy East (Mt Gambier (SA)),-37.8257176264455,140.787002321918
17750,Wathen St/Henty St (Casterton),-37.5858167461082,141.402535440007
17751,Wathen St/Henty St (Casterton),-37.5859035244244,141.402845674241
17752,Whyte St/Henty St (Coleraine),-37.5983639112116,141.693559158592
17753,Hamilton Station/Station St (Hamilton),-37.7466003111478,142.028270042214
17754,Information Centre/Glenelg Hwy (Dunkeld),-37.6494635077654,142.342562403577
17755,Information Centre/Glenelg Hwy (Dunkeld),-37.6494810279038,142.342549980472
17756,Cameron St/Glenelg Hwy (Glenthompson),-37.6366060694378,142.546775440796
17757,Cameron St/Glenelg Hwy (Glenthompson),-37.6369043110014,142.547040741399
17760,CFA Station/Glenelg Hwy (Wickliffe),-37.6903963485871,142.722937316182
17761,CFA Station/Glenelg Hwy (Wickliffe),-37.6908891095343,142.72311298134
17762,Information Centre/Glenelg Hwy (Lake Bolac),-37.7121328355672,142.840620222773
17763,Information Centre/Glenelg Hwy (Lake Bolac),-37.7123981227703,142.840480648274
17764,General Store/Glenelg Hwy (Westmere),-37.6891507181613,142.967087913503
17765,General Store/Glenelg Hwy (Westmere),-37.689273801973,142.96726259781
17766,Milk Bar/Glenelg Hwy (Streatham),-37.6794415313622,143.062670209918
17767,Milk Bar/Glenelg Hwy (Streatham),-37.6796404040766,143.062421670876
17768,BP Roadhouse/Glenelg Hwy (Skipton),-37.6852409438475,143.361432627347
17769,General Store/Glenelg Hwy (Linton),-37.6878607334168,143.561687756287
17770,General Store/Glenelg Hwy (Linton),-37.6880126185071,143.561952818893
17771,Drummond St/Glenelg Hwy (Scarsdale),-37.6666834259048,143.655704225841
17772,Drummond St/Glenelg Hwy (Scarsdale),-37.6681790258332,143.655070338368
17773,Loader St/Glenelg Hwy (Smythesdale),-37.6449777587789,143.684336583505
17774,Loader St/Glenelg Hwy (Smythesdale),-37.6450275262545,143.684504327718
17776,Jetty Rd/Princes Hwy (Lakes Entrance),-37.8747707484021,148.007464164547
17778,Barracouta Rd/Lake Tyers Rd (Lake Tyers Beach),-37.8618653895434,148.070677033478
17780,Boisdale St/Johnson St (Maffra),-37.97040005953,146.982364180365
17782,Pearson St/Johnson St (Maffra),-37.9663790147503,146.975306645303
