route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
6-10B-mjp-1,,10,Alfredton - Ballarat Station Via Wendouree,3,FF8200,FFFFFF
6-11B-mjp-1,,11,Wendouree Station - Ballarat Station Via Howitt St,3,FF8200,FFFFFF
6-12B-mjp-1,,12,Wendouree Station - Ballarat Station Via Forest St,3,FF8200,FFFFFF
6-13B-mjp-1,,13,Invermay Park - Ballarat Station Via Invermay Park,3,FF8200,FFFFFF
6-13-mjp-1,,13,Paynesville - Bairnsdale Via Paynesville,3,FF8200,FFFFFF
6-14B-mjp-1,,14,Black Hill - Ballarat Station Via Black Hill,3,FF8200,FFFFFF
6-14-mjp-1,,14,"Omeo - Bairnsdale Via Bruthen, Swifts Creek",3,FF8200,FFFFFF
6-209-mjp-1,,3,Wurruk - Sale Via Princes Highway,3,FF8200,FFFFFF
6-20B-mjp-1,,20,Canadian - Ballarat Station Via Canadian,3,FF8200,FFFFFF
6-21B-mjp-1,,21,Buninyong - Ballarat Station Via Federation University,3,FF8200,FFFFFF
6-22B-mjp-1,,22,Federation University - Ballarat Station Via Sebastopol,3,FF8200,FFFFFF
6-23B-mjp-1,,23,Mount Pleasant - Ballarat Station Via Mount Pleasant,3,FF8200,FFFFFF
6-24B-mjp-1,,24,Sebastopol - Ballarat Station Via Sebastopol,3,FF8200,FFFFFF
6-25B-mjp-1,,25,Delacombe - Ballarat Station Via Delacombe,3,FF8200,FFFFFF
6-26B-mjp-1,,26,Alfredton - Ballarat Station Via Alfredton,3,FF8200,FFFFFF
6-298-mjp-1,,2,Gippsland Regional Sport Complex - Sale Via Gippsland Regional Sport Complex,3,FF8200,FFFFFF
6-30B-mjp-1,,30,Creswick - Ballarat Station Via Creswick,3,FF8200,FFFFFF
6-31B-mjp-1,,31,Miners rest - Wendouree Station Via Miners rest,3,FF8200,FFFFFF
6-40b-mjp-1,,211/311/312,Merbein - MilduraCity Via Eleventh St,3,FF8200,FFFFFF
