route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color
1-Ech-mjp-10,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-11,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-12,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-13,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-14,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-15,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-16,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-17,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-18,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-Ech-mjp-9,,,Melbourne - Echuca/Moama Via Bendigo or Heathcote,2,8F1A95,FFFFFF
1-my1-mjp-1,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-10,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-11,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-12,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-13,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-14,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-15,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-16,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-17,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-18,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-2,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-3,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-4,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-5,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-6,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-7,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-8,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-my1-mjp-9,,,Melbourne - Maryborough Via Ballarat,2,8F1A95,FFFFFF
1-Sht-mjp-1,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-10,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-11,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-12,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-13,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-15,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-16,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-17,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-18,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-2,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-3,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-4,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-5,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-6,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-7,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-8,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-Sht-mjp-9,,,Shepparton - Melbourne Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-1,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-10,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-11,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-12,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-13,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-16,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-17,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-18,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-2,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-3,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-4,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-5,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-6,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-7,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V01-mjp-8,,,Melbourne - Albury Via Seymour,2,8F1A95,FFFFFF
1-V04-mjp-1,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-10,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-11,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-12,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-13,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-14,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-15,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-16,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-17,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-18,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-2,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-3,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-4,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-5,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-6,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-7,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-8,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V04-mjp-9,,,Ararat - Melbourne Via Ballarat,2,8F1A95,FFFFFF
1-V05-mjp-1,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-10,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-11,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-12,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-13,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-14,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-15,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-16,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-17,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-18,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-2,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-3,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-4,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-5,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-6,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-7,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-8,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V05-mjp-9,,,Ballarat - Melbourne Via Melton,2,8F1A95,FFFFFF
1-V08-mjp-1,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-10,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-11,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-12,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-13,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-14,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-15,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-16,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-17,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-18,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-2,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-3,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-4,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-5,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-6,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-7,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-8,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V08-mjp-9,,,Melbourne - Bairnsdale Via Sale & Traralgon,2,8F1A95,FFFFFF
1-V12-mjp-10,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-11,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-12,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-13,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-14,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-15,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-16,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-17,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-18,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V12-mjp-9,,,Melbourne - Bendigo Via Sunbury,2,8F1A95,FFFFFF
1-V23-mjp-1,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-10,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-11,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-12,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-13,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-14,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
1-V23-mjp-15,,,Geelong - Melbourne Via Geelong,2,8F1A95,FFFFFF
