route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
2-ain-mjp-2,T2,1.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,1.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,10.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,10.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,11.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,11.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,12.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,12.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,13.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,13.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,14.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,14.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,15.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,15.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,16.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,16.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,17.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,17.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,18.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,18.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,19.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,19.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,2.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,2.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,20.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,20.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,21.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,21.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,22.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,22.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,23.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,23.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T2,24.T2.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
2-ain-mjp-2,T3,24.T3.2-ain-mjp-2.1.H,2-ain-mjp-2.1.H,Showgrounds/Flemington,0
