route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
1-Ech-mjp-10,T0_6,1.T0.1-Ech-mjp-10.1.H,1-Ech-mjp-10.1.H,Melbourne,0
1-Ech-mjp-10,T0_6,2.T0.1-Ech-mjp-10.2.H,1-Ech-mjp-10.2.H,Melbourne,0
1-Ech-mjp-10,T0_6,3.T0.1-Ech-mjp-10.2.H,1-Ech-mjp-10.2.H,Melbourne,0
1-Ech-mjp-10,T0_6,4.T0.1-Ech-mjp-10.2.H,1-Ech-mjp-10.2.H,Melbourne,0
1-Ech-mjp-10,T0_6,5.T0.1-Ech-mjp-10.3.R,1-Ech-mjp-10.3.R,Echuca/Moama,1
1-Ech-mjp-10,T0_6,6.T0.1-Ech-mjp-10.4.R,1-Ech-mjp-10.4.R,Echuca/Moama,1
1-Ech-mjp-10,T0_6,7.T0.1-Ech-mjp-10.5.R,1-Ech-mjp-10.5.R,Echuca/Moama,1
1-Ech-mjp-10,T0_6,8.T0.1-Ech-mjp-10.6.R,1-Ech-mjp-10.6.R,Echuca/Moama,1
1-Ech-mjp-11,T0_7,1.T0.1-Ech-mjp-11.1.H,1-Ech-mjp-11.1.H,Melbourne,0
1-Ech-mjp-11,T0_7,2.T0.1-Ech-mjp-11.2.H,1-Ech-mjp-11.2.H,Melbourne,0
1-Ech-mjp-11,T0_7,3.T0.1-Ech-mjp-11.2.H,1-Ech-mjp-11.2.H,Melbourne,0
1-Ech-mjp-11,T0_7,4.T0.1-Ech-mjp-11.2.H,1-Ech-mjp-11.2.H,Melbourne,0
1-Ech-mjp-11,T0_7,5.T0.1-Ech-mjp-11.3.R,1-Ech-mjp-11.3.R,Echuca/Moama,1
1-Ech-mjp-11,T0_7,6.T0.1-Ech-mjp-11.4.R,1-Ech-mjp-11.4.R,Echuca/Moama,1
1-Ech-mjp-11,T0_7,7.T0.1-Ech-mjp-11.5.R,1-Ech-mjp-11.5.R,Echuca/Moama,1
1-Ech-mjp-11,T0_7,8.T0.1-Ech-mjp-11.6.R,1-Ech-mjp-11.6.R,Echuca/Moama,1
1-Ech-mjp-12,T0_8,1.T0.1-Ech-mjp-12.1.H,1-Ech-mjp-12.1.H,Melbourne,0
1-Ech-mjp-12,T0_8,2.T0.1-Ech-mjp-12.2.H,1-Ech-mjp-12.2.H,Melbourne,0
