route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
11-SK4-mjp-1,T0,1.T0.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T2,1.T2.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T3,1.T3.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,UG,1.UG.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,UK,1.UK.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,UM,1.UM.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,US,1.US.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,UT,1.UT.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T0,10.T0.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T2,10.T2.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,T3,10.T3.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UG,10.UG.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UK,10.UK.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UM,10.UM.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,US,10.US.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UT,10.UT.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,T0,11.T0.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T2,11.T2.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,T3,11.T3.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UG,11.UG.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UK,11.UK.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UM,11.UM.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,US,11.US.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,UT,11.UT.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,T0,12.T0.11-SK4-mjp-1.1.H,11-SK4-mjp-1.1.H,Frankston,0
11-SK4-mjp-1,T2,12.T2.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
11-SK4-mjp-1,T3,12.T3.11-SK4-mjp-1.2.R,11-SK4-mjp-1.2.R,Melbourne Airport,1
