route_id,service_id,trip_id,shape_id,trip_headsign,direction_id
5-EC2-mjp-10,T0_6,2.T0.5-EC2-mjp-10.1.H,5-EC2-mjp-10.1.H,Echuca/Moama,0
5-EC2-mjp-10,T0_6,3.T0.5-EC2-mjp-10.2.H,5-EC2-mjp-10.2.H,Echuca/Moama,0
5-EC2-mjp-10,T0_6,4.T0.5-EC2-mjp-10.3.R,5-EC2-mjp-10.3.R,Melbourne,1
5-EC2-mjp-10,T0_6,5.T0.5-EC2-mjp-10.3.R,5-EC2-mjp-10.3.R,Melbourne,1
5-EC2-mjp-10,T0_6,6.T0.5-EC2-mjp-10.4.R,5-EC2-mjp-10.4.R,Melbourne,1
5-EC2-mjp-11,T0_7,1.T0.5-EC2-mjp-11.1.H,5-EC2-mjp-11.1.H,Echuca/Moama,0
5-EC2-mjp-11,T0_7,2.T0.5-EC2-mjp-11.1.H,5-EC2-mjp-11.1.H,Echuca/Moama,0
5-EC2-mjp-11,T0_7,3.T0.5-EC2-mjp-11.2.H,5-EC2-mjp-11.2.H,Echuca/Moama,0
5-EC2-mjp-11,T0_7,4.T0.5-EC2-mjp-11.3.R,5-EC2-mjp-11.3.R,Melbourne,1
5-EC2-mjp-11,T0_7,5.T0.5-EC2-mjp-11.3.R,5-EC2-mjp-11.3.R,Melbourne,1
5-EC2-mjp-11,T0_7,6.T0.5-EC2-mjp-11.4.R,5-EC2-mjp-11.4.R,Melbourne,1
5-EC2-mjp-12,T0_8,1.T0.5-EC2-mjp-12.1.H,5-EC2-mjp-12.1.H,Echuca/Moama,0
5-EC2-mjp-12,T0_8,2.T0.5-EC2-mjp-12.1.H,5-EC2-mjp-12.1.H,Echuca/Moama,0
5-EC2-mjp-12,T0_8,3.T0.5-EC2-mjp-12.2.H,5-EC2-mjp-12.2.H,Echuca/Moama,0
5-EC2-mjp-12,T0_8,4.T0.5-EC2-mjp-12.3.R,5-EC2-mjp-12.3.R,Melbourne,1
5-EC2-mjp-12,T0_8,5.T0.5-EC2-mjp-12.3.R,5-EC2-mjp-12.3.R,Melbourne,1
5-EC2-mjp-12,T0_8,6.T0.5-EC2-mjp-12.4.R,5-EC2-mjp-12.4.R,Melbourne,1
5-EC2-mjp-13,T0_9,1.T0.5-EC2-mjp-13.1.H,5-EC2-mjp-13.1.H,Echuca/Moama,0
5-EC2-mjp-13,T0_9,2.T0.5-EC2-mjp-13.1.H,5-EC2-mjp-13.1.H,Echuca/Moama,0
5-EC2-mjp-13,T0_9,3.T0.5-EC2-mjp-13.2.H,5-EC2-mjp-13.2.H,Echuca/Moama,0
5-EC2-mjp-13,T0_9,4.T0.5-EC2-mjp-13.3.R,5-EC2-mjp-13.3.R,Melbourne,1
5-EC2-mjp-13,T0_9,5.T0.5-EC2-mjp-13.3.R,5-EC2-mjp-13.3.R,Melbourne,1
5-EC2-mjp-13,T0_9,6.T0.5-EC2-mjp-13.4.R,5-EC2-mjp-13.4.R,Melbourne,1
5-EC2-mjp-14,T2_2,1.T2.5-EC2-mjp-14.1.H,5-EC2-mjp-14.1.H,Echuca/Moama,0
5-EC2-mjp-14,T3_2,1.T3.5-EC2-mjp-14.1.H,5-EC2-mjp-14.1.H,Echuca/Moama,0
5-EC2-mjp-14,T2_2,2.T2.5-EC2-mjp-14.1.H,5-EC2-mjp-14.1.H,Echuca/Moama,0
5-EC2-mjp-14,T3_2,2.T3.5-EC2-mjp-14.1.H,5-EC2-mjp-14.1.H,Echuca/Moama,0
5-EC2-mjp-14,T2_2,3.T2.5-EC2-mjp-14.3.R,5-EC2-mjp-14.3.R,Melbourne,1
5-EC2-mjp-14,T3_2,3.T3.5-EC2-mjp-14.2.H,5-EC2-mjp-14.2.H,Echuca/Moama,0
5-EC2-mjp-14,T2_2,4.T2.5-EC2-mjp-14.3.R,5-EC2-mjp-14.3.R,Melbourne,1
5-EC2-mjp-14,T3_2,4.T3.5-EC2-mjp-14.3.R,5-EC2-mjp-14.3.R,Melbourne,1
5-EC2-mjp-14,T3_2,5.T3.5-EC2-mjp-14.3.R,5-EC2-mjp-14.3.R,Melbourne,1
5-EC2-mjp-15,UT,1.UT.5-EC2-mjp-15.1.H,5-EC2-mjp-15.1.H,Echuca/Moama,0
5-EC2-mjp-15,UT,2.UT.5-EC2-mjp-15.1.H,5-EC2-mjp-15.1.H,Echuca/Moama,0
5-EC2-mjp-15,UT,3.UT.5-EC2-mjp-15.3.R,5-EC2-mjp-15.3.R,Melbourne,1
5-EC2-mjp-15,UT,4.UT.5-EC2-mjp-15.3.R,5-EC2-mjp-15.3.R,Melbourne,1
5-EC2-mjp-16,T0_10,1.T0.5-EC2-mjp-16.1.H,5-EC2-mjp-16.1.H,Echuca/Moama,0
5-EC2-mjp-16,T0_10,2.T0.5-EC2-mjp-16.1.H,5-EC2-mjp-16.1.H,Echuca/Moama,0
5-EC2-mjp-16,T0_10,3.T0.5-EC2-mjp-16.2.H,5-EC2-mjp-16.2.H,Echuca/Moama,0
5-EC2-mjp-16,T0_10,4.T0.5-EC2-mjp-16.3.R,5-EC2-mjp-16.3.R,Melbourne,1
5-EC2-mjp-16,T0_10,5.T0.5-EC2-mjp-16.3.R,5-EC2-mjp-16.3.R,Melbourne,1
5-EC2-mjp-16,T0_10,6.T0.5-EC2-mjp-16.4.R,5-EC2-mjp-16.4.R,Melbourne,1
5-EC2-mjp-17,T0_11,1.T0.5-EC2-mjp-17.1.H,5-EC2-mjp-17.1.H,Echuca/Moama,0
5-EC2-mjp-17,T0_11,2.T0.5-EC2-mjp-17.1.H,5-EC2-mjp-17.1.H,Echuca/Moama,0
5-EC2-mjp-17,T0_11,3.T0.5-EC2-mjp-17.2.H,5-EC2-mjp-17.2.H,Echuca/Moama,0
5-EC2-mjp-17,T0_11,4.T0.5-EC2-mjp-17.3.R,5-EC2-mjp-17.3.R,Melbourne,1
5-EC2-mjp-17,T0_11,5.T0.5-EC2-mjp-17.3.R,5-EC2-mjp-17.3.R,Melbourne,1
5-EC2-mjp-17,T0_11,6.T0.5-EC2-mjp-17.4.R,5-EC2-mjp-17.4.R,Melbourne,1
5-EC2-mjp-18,T0_12,1.T0.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T2_3,1.T2.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T3_3,1.T3.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,UK,1.UK.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T0_12,2.T0.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T2_3,2.T2.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T3_3,2.T3.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,UK,2.UK.5-EC2-mjp-18.1.H,5-EC2-mjp-18.1.H,Echuca/Moama,0
5-EC2-mjp-18,T0_12,3.T0.5-EC2-mjp-18.2.H,5-EC2-mjp-18.2.H,Echuca/Moama,0
5-EC2-mjp-18,T2_3,3.T2.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T3_3,3.T3.5-EC2-mjp-18.2.H,5-EC2-mjp-18.2.H,Echuca/Moama,0
5-EC2-mjp-18,UK,3.UK.5-EC2-mjp-18.2.H,5-EC2-mjp-18.2.H,Echuca/Moama,0
5-EC2-mjp-18,T0_12,4.T0.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T2_3,4.T2.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T3_3,4.T3.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,UK,4.UK.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T0_12,5.T0.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T3_3,5.T3.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,UK,5.UK.5-EC2-mjp-18.3.R,5-EC2-mjp-18.3.R,Melbourne,1
5-EC2-mjp-18,T0_12,6.T0.5-EC2-mjp-18.4.R,5-EC2-mjp-18.4.R,Melbourne,1
5-EC2-mjp-2,T0_1,1.T0.5-EC2-mjp-2.1.H,5-EC2-mjp-2.1.H,Echuca/Moama,0
5-EC2-mjp-2,T0_1,2.T0.5-EC2-mjp-2.1.H,5-EC2-mjp-2.1.H,Echuca/Moama,0
5-EC2-mjp-2,T0_1,3.T0.5-EC2-mjp-2.2.H,5-EC2-mjp-2.2.H,Echuca/Moama,0
5-EC2-mjp-2,T0_1,4.T0.5-EC2-mjp-2.3.R,5-EC2-mjp-2.3.R,Melbourne,1
5-EC2-mjp-2,T0_1,5.T0.5-EC2-mjp-2.3.R,5-EC2-mjp-2.3.R,Melbourne,1
5-EC2-mjp-2,T0_1,6.T0.5-EC2-mjp-2.4.R,5-EC2-mjp-2.4.R,Melbourne,1
5-EC2-mjp-3,T2,1.T2.5-EC2-mjp-3.1.H,5-EC2-mjp-3.1.H,Echuca/Moama,0
5-EC2-mjp-3,T2,2.T2.5-EC2-mjp-3.1.H,5-EC2-mjp-3.1.H,Echuca/Moama,0
5-EC2-mjp-3,T2,3.T2.5-EC2-mjp-3.2.R,5-EC2-mjp-3.2.R,Melbourne,1
5-EC2-mjp-3,T2,4.T2.5-EC2-mjp-3.2.R,5-EC2-mjp-3.2.R,Melbourne,1
5-EC2-mjp-4,T0_2,1.T0.5-EC2-mjp-4.1.H,5-EC2-mjp-4.1.H,Echuca/Moama,0
5-EC2-mjp-4,T3,1.T3.5-EC2-mjp-4.1.H,5-EC2-mjp-4.1.H,Echuca/Moama,0
5-EC2-mjp-4,T0_2,2.T0.5-EC2-mjp-4.1.H,5-EC2-mjp-4.1.H,Echuca/Moama,0
5-EC2-mjp-4,T3,2.T3.5-EC2-mjp-4.1.H,5-EC2-mjp-4.1.H,Echuca/Moama,0
5-EC2-mjp-4,T0_2,3.T0.5-EC2-mjp-4.2.H,5-EC2-mjp-4.2.H,Echuca/Moama,0
5-EC2-mjp-4,T3,3.T3.5-EC2-mjp-4.2.H,5-EC2-mjp-4.2.H,Echuca/Moama,0
5-EC2-mjp-4,T0_2,4.T0.5-EC2-mjp-4.3.R,5-EC2-mjp-4.3.R,Melbourne,1
5-EC2-mjp-4,T3,4.T3.5-EC2-mjp-4.3.R,5-EC2-mjp-4.3.R,Melbourne,1
5-EC2-mjp-4,T0_2,5.T0.5-EC2-mjp-4.3.R,5-EC2-mjp-4.3.R,Melbourne,1
5-EC2-mjp-4,T3,5.T3.5-EC2-mjp-4.3.R,5-EC2-mjp-4.3.R,Melbourne,1
5-EC2-mjp-4,T0_2,6.T0.5-EC2-mjp-4.4.R,5-EC2-mjp-4.4.R,Melbourne,1
5-EC2-mjp-5,T0_3,1.T0.5-EC2-mjp-5.1.H,5-EC2-mjp-5.1.H,Echuca/Moama,0
5-EC2-mjp-5,T0_3,2.T0.5-EC2-mjp-5.1.H,5-EC2-mjp-5.1.H,Echuca/Moama,0
5-EC2-mjp-5,T0_3,3.T0.5-EC2-mjp-5.2.H,5-EC2-mjp-5.2.H,Echuca/Moama,0
5-EC2-mjp-5,T0_3,4.T0.5-EC2-mjp-5.3.R,5-EC2-mjp-5.3.R,Melbourne,1
5-EC2-mjp-5,T0_3,5.T0.5-EC2-mjp-5.3.R,5-EC2-mjp-5.3.R,Melbourne,1
5-EC2-mjp-5,T0_3,6.T0.5-EC2-mjp-5.4.R,5-EC2-mjp-5.4.R,Melbourne,1
5-EC2-mjp-6,T0_4,1.T0.5-EC2-mjp-6.1.H,5-EC2-mjp-6.1.H,Echuca/Moama,0
5-EC2-mjp-6,T0_4,2.T0.5-EC2-mjp-6.1.H,5-EC2-mjp-6.1.H,Echuca/Moama,0
5-EC2-mjp-6,T0_4,3.T0.5-EC2-mjp-6.2.H,5-EC2-mjp-6.2.H,Echuca/Moama,0
5-EC2-mjp-6,T0_4,4.T0.5-EC2-mjp-6.3.R,5-EC2-mjp-6.3.R,Melbourne,1
5-EC2-mjp-6,T0_4,5.T0.5-EC2-mjp-6.3.R,5-EC2-mjp-6.3.R,Melbourne,1
5-EC2-mjp-6,T0_4,6.T0.5-EC2-mjp-6.4.R,5-EC2-mjp-6.4.R,Melbourne,1
5-EC2-mjp-7,T2_1,1.T2.5-EC2-mjp-7.1.H,5-EC2-mjp-7.1.H,Echuca/Moama,0
5-EC2-mjp-7,T2_1,2.T2.5-EC2-mjp-7.1.H,5-EC2-mjp-7.1.H,Echuca/Moama,0
5-EC2-mjp-7,T2_1,3.T2.5-EC2-mjp-7.2.R,5-EC2-mjp-7.2.R,Melbourne,1
5-EC2-mjp-7,T2_1,4.T2.5-EC2-mjp-7.2.R,5-EC2-mjp-7.2.R,Melbourne,1
5-EC2-mjp-8,T3_1,1.T3.5-EC2-mjp-8.1.H,5-EC2-mjp-8.1.H,Echuca/Moama,0
5-EC2-mjp-8,T3_1,2.T3.5-EC2-mjp-8.1.H,5-EC2-mjp-8.1.H,Echuca/Moama,0
5-EC2-mjp-8,T3_1,3.T3.5-EC2-mjp-8.2.H,5-EC2-mjp-8.2.H,Echuca/Moama,0
5-EC2-mjp-8,T3_1,4.T3.5-EC2-mjp-8.3.R,5-EC2-mjp-8.3.R,Melbourne,1
5-EC2-mjp-8,T3_1,5.T3.5-EC2-mjp-8.3.R,5-EC2-mjp-8.3.R,Melbourne,1
5-EC2-mjp-9,T0_5,1.T0.5-EC2-mjp-9.1.H,5-EC2-mjp-9.1.H,Echuca/Moama,0
5-EC2-mjp-9,T0_5,2.T0.5-EC2-mjp-9.1.H,5-EC2-mjp-9.1.H,Echuca/Moama,0
5-EC2-mjp-9,T0_5,3.T0.5-EC2-mjp-9.2.H,5-EC2-mjp-9.2.H,Echuca/Moama,0
5-EC2-mjp-9,T0_5,4.T0.5-EC2-mjp-9.3.R,5-EC2-mjp-9.3.R,Melbourne,1
5-EC2-mjp-9,T0_5,5.T0.5-EC2-mjp-9.3.R,5-EC2-mjp-9.3.R,Melbourne,1
5-EC2-mjp-9,T0_5,6.T0.5-EC2-mjp-9.4.R,5-EC2-mjp-9.4.R,Melbourne,1
5-Ech-mjp-1,T0,1.T0.5-Ech-mjp-1.1.H,5-Ech-mjp-1.1.H,Melbourne,0
5-Ech-mjp-1,T0,10.T0.5-Ech-mjp-1.8.R,5-Ech-mjp-1.8.R,Echuca/Moama,1
5-Ech-mjp-1,T0,11.T0.5-Ech-mjp-1.9.R,5-Ech-mjp-1.9.R,Echuca/Moama,1
5-Ech-mjp-1,T0,12.T0.5-Ech-mjp-1.10.R,5-Ech-mjp-1.10.R,Echuca/Moama,1
5-Ech-mjp-1,T0,13.T0.5-Ech-mjp-1.10.R,5-Ech-mjp-1.10.R,Echuca/Moama,1
5-Ech-mjp-1,T0,14.T0.5-Ech-mjp-1.11.R,5-Ech-mjp-1.11.R,Echuca/Moama,1
5-Ech-mjp-1,T0,15.T0.5-Ech-mjp-1.12.R,5-Ech-mjp-1.12.R,Echuca/Moama,1
5-Ech-mjp-1,T0,16.T0.5-Ech-mjp-1.13.R,5-Ech-mjp-1.13.R,Echuca/Moama,1
5-Ech-mjp-1,T0,17.T0.5-Ech-mjp-1.14.R,5-Ech-mjp-1.14.R,Echuca/Moama,1
5-Ech-mjp-1,T0,18.T0.5-Ech-mjp-1.15.R,5-Ech-mjp-1.15.R,Echuca/Moama,1
5-Ech-mjp-1,T0,19.T0.5-Ech-mjp-1.16.R,5-Ech-mjp-1.16.R,Echuca/Moama,1
5-Ech-mjp-1,T0,2.T0.5-Ech-mjp-1.2.H,5-Ech-mjp-1.2.H,Melbourne,0
5-Ech-mjp-1,T0,20.T0.5-Ech-mjp-1.16.R,5-Ech-mjp-1.16.R,Echuca/Moama,1
5-Ech-mjp-1,T0,21.T0.5-Ech-mjp-1.17.R,5-Ech-mjp-1.17.R,Echuca/Moama,1
5-Ech-mjp-1,T0,22.T0.5-Ech-mjp-1.18.R,5-Ech-mjp-1.18.R,Echuca/Moama,1
5-Ech-mjp-1,T0,23.T0.5-Ech-mjp-1.18.R,5-Ech-mjp-1.18.R,Echuca/Moama,1
5-Ech-mjp-1,T0,24.T0.5-Ech-mjp-1.19.R,5-Ech-mjp-1.19.R,Echuca/Moama,1
5-Ech-mjp-1,T0,25.T0.5-Ech-mjp-1.19.R,5-Ech-mjp-1.19.R,Echuca/Moama,1
5-Ech-mjp-1,T0,3.T0.5-Ech-mjp-1.2.H,5-Ech-mjp-1.2.H,Melbourne,0
5-Ech-mjp-1,T0,4.T0.5-Ech-mjp-1.3.H,5-Ech-mjp-1.3.H,Melbourne,0
5-Ech-mjp-1,T0,5.T0.5-Ech-mjp-1.4.H,5-Ech-mjp-1.4.H,Melbourne,0
5-Ech-mjp-1,T0,6.T0.5-Ech-mjp-1.5.H,5-Ech-mjp-1.5.H,Melbourne,0
5-Ech-mjp-1,T0,7.T0.5-Ech-mjp-1.6.H,5-Ech-mjp-1.6.H,Melbourne,0
5-Ech-mjp-1,T0,8.T0.5-Ech-mjp-1.6.H,5-Ech-mjp-1.6.H,Melbourne,0
5-Ech-mjp-1,T0,9.T0.5-Ech-mjp-1.7.H,5-Ech-mjp-1.7.H,Melbourne,0
5-Ech-mjp-10,T0_6,1.T0.5-Ech-mjp-10.1.H,5-Ech-mjp-10.1.H,Melbourne,0
5-Ech-mjp-10,T0_6,2.T0.5-Ech-mjp-10.1.H,5-Ech-mjp-10.1.H,Melbourne,0
5-Ech-mjp-10,T0_6,3.T0.5-Ech-mjp-10.2.R,5-Ech-mjp-10.2.R,Echuca/Moama,1
5-Ech-mjp-10,T0_6,4.T0.5-Ech-mjp-10.2.R,5-Ech-mjp-10.2.R,Echuca/Moama,1
5-Ech-mjp-11,T0_7,1.T0.5-Ech-mjp-11.1.H,5-Ech-mjp-11.1.H,Melbourne,0
5-Ech-mjp-11,T0_7,2.T0.5-Ech-mjp-11.1.H,5-Ech-mjp-11.1.H,Melbourne,0
5-Ech-mjp-11,T0_7,3.T0.5-Ech-mjp-11.2.R,5-Ech-mjp-11.2.R,Echuca/Moama,1
5-Ech-mjp-11,T0_7,4.T0.5-Ech-mjp-11.2.R,5-Ech-mjp-11.2.R,Echuca/Moama,1
5-Ech-mjp-12,T0_8,1.T0.5-Ech-mjp-12.1.H,5-Ech-mjp-12.1.H,Melbourne,0
5-Ech-mjp-12,T0_8,2.T0.5-Ech-mjp-12.1.H,5-Ech-mjp-12.1.H,Melbourne,0
5-Ech-mjp-12,T0_8,3.T0.5-Ech-mjp-12.2.R,5-Ech-mjp-12.2.R,Echuca/Moama,1
5-Ech-mjp-12,T0_8,4.T0.5-Ech-mjp-12.2.R,5-Ech-mjp-12.2.R,Echuca/Moama,1
5-Ech-mjp-13,T0_9,1.T0.5-Ech-mjp-13.1.H,5-Ech-mjp-13.1.H,Melbourne,0
5-Ech-mjp-13,T0_9,2.T0.5-Ech-mjp-13.1.H,5-Ech-mjp-13.1.H,Melbourne,0
5-Ech-mjp-13,T0_9,3.T0.5-Ech-mjp-13.2.R,5-Ech-mjp-13.2.R,Echuca/Moama,1
5-Ech-mjp-13,T0_9,4.T0.5-Ech-mjp-13.2.R,5-Ech-mjp-13.2.R,Echuca/Moama,1
5-Ech-mjp-14,T2_2,1.T2.5-Ech-mjp-14.1.H,5-Ech-mjp-14.1.H,Melbourne,0
5-Ech-mjp-14,T3_2,1.T3.5-Ech-mjp-14.1.H,5-Ech-mjp-14.1.H,Melbourne,0
5-Ech-mjp-14,T2_2,2.T2.5-Ech-mjp-14.2.R,5-Ech-mjp-14.2.R,Echuca/Moama,1
5-Ech-mjp-14,T3_2,2.T3.5-Ech-mjp-14.2.R,5-Ech-mjp-14.2.R,Echuca/Moama,1
5-Ech-mjp-15,UT,1.UT.5-Ech-mjp-15.1.H,5-Ech-mjp-15.1.H,Melbourne,0
5-Ech-mjp-15,UT,2.UT.5-Ech-mjp-15.2.R,5-Ech-mjp-15.2.R,Echuca/Moama,1
5-Ech-mjp-16,T0_10,1.T0.5-Ech-mjp-16.1.H,5-Ech-mjp-16.1.H,Melbourne,0
