service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
MF1-42-525-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-534-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-536-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-538-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-540-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-541-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-542-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-554-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-557-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-559-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-564-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-566-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-569-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-570-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-577-aus,1,1,1,1,1,0,0,20240223,20240526
MF14-28-833-aus,0,0,0,0,1,0,0,20240223,20240526
MF14-32-600-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-32-603-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-32-604-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-32-922-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-32-923-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-200-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-207-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-250-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-251-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-350-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-901-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-33-902-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-215-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-216-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-220-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-223-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-232-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-234-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-235-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-236-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-237-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-426-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-429-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-35-903-aus,0,0,0,1,0,0,0,20240223,20240526
MF1-44-684-aus,1,1,1,1,1,0,0,20240226,20240526
MF1-44-685-aus,1,1,1,1,1,0,0,20240226,20240526
MF1-48-343-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-48-578-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-48-579-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-48-580-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-48-582-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-49-601-aus,1,1,1,1,1,0,0,20240223,20240526
MF15-18-901-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-18-902-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-18-903-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-32-600-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-32-603-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-32-604-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-32-922-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-32-923-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-200-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-207-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-250-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-251-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-350-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-901-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-33-902-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-400-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-401-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-402-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-403-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-404-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-410-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-420-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-422-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-431-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-432-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-444-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-453-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-454-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-455-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-456-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-457-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-458-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-459-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-472-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-215-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-216-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-220-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-223-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-232-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-234-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-235-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-236-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-237-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-426-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-429-aus,0,0,0,0,1,0,0,20240223,20240526
MF15-35-903-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-941-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-53-943-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-12-831-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-834-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-835-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-836-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-837-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-838-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-839-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-840-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-841-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-842-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-846-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-847-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-888-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-889-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-899-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-925-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-926-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-927-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-928-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-12-929-aus,1,1,0,1,1,0,0,20240223,20240526
MF2-13-460-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-13-462-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-13-463-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-13-469-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-13-476-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-14-200-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-207-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-270-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-271-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-273-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-279-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-280-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-281-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-282-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-284-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-285-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-293-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-295-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-302-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-303-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-304-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-305-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-309-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-318-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-364-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-370-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-380-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-901-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-14-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-905-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-906-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-907-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-14-908-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-15-503-aus,1,1,0,1,0,0,0,20240223,20240526
MF2-16-501-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-511-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-528-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-529-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-530-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-531-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-532-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-533-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-537-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-16-544-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-17-200-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-202-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-207-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-234-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-235-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-236-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-237-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-246-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-250-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-251-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-270-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-279-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-284-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-285-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-293-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-302-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-304-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-305-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-309-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-350-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-510-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-512-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-905-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-906-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-907-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-17-908-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-18-901-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-18-902-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-18-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-20-701-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-703-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-704-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-706-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-733-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-766-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-20-767-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-21-201-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-22-663-aus,1,1,1,0,0,0,0,20240223,20240526
MF2-22-664-aus,1,1,1,0,0,0,0,20240223,20240526
MF2-22-670-aus,1,1,1,0,0,0,0,20240223,20240526
MF2-22-671-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-688-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-689-aus,1,1,1,0,0,0,0,20240223,20240526
MF2-22-690-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-693-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-694-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-695-F-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-22-696-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-737-aus,0,0,0,1,1,0,0,20240223,20240526
MF2-22-742-aus,1,1,1,0,0,0,0,20240223,20240526
MF2-25-467-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-25-468-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-27-786-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-27-787-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-27-788-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-27-887-aus,1,1,1,1,0,0,0,20240223,20240526
MF2-28-833-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-32-600-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-32-603-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-32-604-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-32-922-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-32-923-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-200-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-207-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-250-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-251-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-350-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-901-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-33-902-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-215-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-216-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-220-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-223-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-232-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-234-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-235-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-236-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-237-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-426-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-429-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-35-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF2-38-407-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-408-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-409-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-410-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-418-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-419-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-421-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-423-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-424-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-425-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-38-461-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-40-683-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-42-357-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-42-386-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-44-684-aus,1,1,1,1,1,0,0,20240226,20240526
MF2-44-685-aus,1,1,1,1,1,0,0,20240226,20240526
MF2-49-606-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-49-626-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-49-900-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-400-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-401-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-402-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-403-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-404-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-410-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-53-422-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-427-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-53-428-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-53-431-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-432-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-444-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-453-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-454-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-455-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-456-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-457-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-458-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-459-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-471-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-53-472-aus,1,1,1,1,1,0,0,20240223,20240526
MF2-53-941-aus,0,0,0,0,1,0,0,20240223,20240526
MF2-53-943-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-14-200-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-207-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-270-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-271-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-273-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-279-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-280-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-281-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-282-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-284-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-285-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-293-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-295-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-302-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-303-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-304-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-305-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-309-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-318-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-364-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-370-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-380-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-903-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-905-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-906-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-907-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-14-908-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-200-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-202-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-207-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-234-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-235-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-236-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-237-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-246-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-250-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-251-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-270-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-279-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-284-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-285-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-293-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-302-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-304-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-305-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-309-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-350-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-510-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-512-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-903-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-905-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-906-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-907-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-17-908-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-18-901-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-18-902-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-18-903-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-19-663-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-664-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-670-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-671-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-672-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-675-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-677-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-679-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-680-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-682-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-688-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-689-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-690-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-691-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-693-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-694-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-696-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-697-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-699-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-732-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-734-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-735-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-736-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-737-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-742-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-745-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-753-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-754-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-755-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-19-765-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-21-201-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-21-967-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-22-671-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-688-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-690-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-693-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-694-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-695-aus,0,1,0,0,0,0,0,20240223,20240526
MF3-22-695-F-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-22-696-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-22-697-aus,0,1,0,0,0,0,0,20240223,20240526
MF3-22-737-aus,1,1,1,0,0,0,0,20240223,20240526
MF3-29-663-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-664-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-670-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-671-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-672-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-675-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-677-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-679-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-680-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-688-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-690-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-691-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-693-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-694-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-697-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-699-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-732-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-735-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-736-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-737-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-742-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-755-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-29-765-aus,0,0,0,0,1,0,0,20240223,20240526
MF3-32-600-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-32-603-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-32-604-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-32-922-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-32-923-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-200-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-207-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-250-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-251-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-350-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-901-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-33-902-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-35-215-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-35-216-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-35-220-aus,0,0,1,0,0,0,0,20240223,20240526
MF3-35-223-aus,0,0,1,0,0,0,0,20240223,20240526
