SA2_CODE_2021,SUA_CODE_2021
505021087,5009
505021088,5009
505021089,5009
505021090,5009
505021091,5009
505021092,5009
505021093,5009
505021094,5009
505021095,5009
505021096,5009
505021097,5009
505021301,5009
505021302,5009
505031098,5009
505031099,5009
505031100,5009
505031101,5009
505031102,5009
505031104,5009
505031105,5009
505031106,5009
505031107,5009
505031255,5009
505031256,5000
505031257,5009
505031258,5009
505031303,5009
505031304,5009
505031305,5009
505031306,5009
506011110,5009
506011111,5000
506011112,5009
506011114,5009
506011115,5009
506011116,5009
506011117,5009
506011307,5009
506011308,5009
506021118,5009
506021119,5009
506021120,5009
506021121,5009
506021123,5009
506021309,5009
506021310,5009
506021311,5009
506031124,5009
506031125,5009
506031126,5009
506031127,5009
506031128,5009
506031129,5009
506031130,5009
506031131,5009
506041132,5009
506041133,5009
506041134,5009
506041135,5009
506041136,5009
506041137,5009
506051138,5009
506051139,5009
506051140,5009
506051141,5009
506061142,5009
506061143,5009
506061144,5000
506071145,5009
506071146,5009
506071147,5009
507011148,5009
507011150,5009
507011151,5009
507011152,5009
507011153,5009
507011154,5009
507011155,5009
507011158,5009
507011159,5009
507011160,5009
507011161,5009
507011163,5009
507011259,5009
507011260,5009
507021164,5009
507021165,5009
507021166,5009
507021167,5009
507031169,5009
507031170,5009
507031172,5009
507031173,5009
507031174,5009
507031261,5009
507041175,5009
507041176,5009
507041177,5009
507041178,5009
507041179,5009
507041180,5009
507041181,5009
507041182,5009
507041183,5009
507041184,5009
507051186,5009
507051187,5009
507051188,5009
507051189,5009
507051190,5009
507051191,5009
507051192,5009
507051193,5009
507051312,5009
507051313,5009
507051314,5009
509011225,5001
509011226,5000
509011227,5001
509011228,5000
509011229,5000
509011230,5000
509011231,5000
509011232,5001
509011233,5001
509011234,5000
509011235,5000
509021236,5000
509021237,5000
509021238,5000
509021239,5000
509021240,5000
509021241,5000
509021242,5000
509021243,5000
509021244,5000
509021245,5000
509031246,5000
509031247,5000
509031248,5000
509031249,5000
509031250,5000
510011262,5002
510011263,5000
510011264,5000
510011265,5000
510011266,5000
510021267,5000
510021268,5000
510021269,5010
510021270,5010
510031271,5000
510031272,5008
510031273,5000
511011274,5005
511011275,5000
511021276,5000
511021277,5000
511031278,5007
511031279,5007
511031280,5007
511031281,5007
511031282,5000
511031283,5000
511031284,5000
511041285,5006
511041286,5006
511041287,5006
511041288,5006
511041289,5000
511041290,5000
511041291,5000
511041292,5000
597979799,5000
599999499,5000
601011001,6003
601011002,6003
601011003,6003
601021004,6003
601021005,6003
601021006,6003
601021007,6003
601021008,6003
601021009,6003
601021010,6003
601021011,6003
601021012,6000
601031013,6003
601031014,6003
601031015,6003
601031016,6003
601031017,6003
601031018,6003
601031019,6003
601031020,6000
601031021,6003
601041022,6003
601041023,6003
601041024,6003
601041025,6000
601041026,6003
601051027,6003
601051028,6003
601051029,6003
601051030,6003
601051031,6003
601051032,6003
601051033,6003
601061034,6000
601061035,6003
602011036,6004
602011037,6004
602011038,6004
602011039,6004
602011040,6004
602011041,6004
602011042,6004
602011043,6004
602011044,6004
602011045,6004
602011046,6004
602011047,6004
602011048,6004
602011049,6004
602011050,6004
602011051,6004
602011052,6004
602021053,6000
602021054,6000
602021055,6000
602021056,6004
602021057,6000
602031058,6000
602031059,6000
602031060,6000
602031061,6000
602031062,6000
602031064,6000
602031099,6000
602031100,6000
603011065,6000
603011066,6000
603011067,6000
603011068,6000
603021069,6000
603021070,6000
603021071,6000
603021072,6000
603031073,6000
603031074,6000
604011075,6001
604011076,6000
604011077,6001
604011078,6001
604011079,6000
604011080,6001
604011081,6001
604011082,6005
604011083,6005
604011084,6001
604021085,6002
604021086,6002
604021087,6002
604021088,6002
604021089,6000
604021090,6002
604021091,6000
604021092,6005
604031093,6000
604031094,6000
604031095,6000
604031096,6000
604031097,6000
604031098,6000
697979799,6000
699999499,6000
701011001,7002
701011002,7002
701011003,7002
701011004,7002
701011005,7002
701011006,7002
701011007,7002
701011008,7002
701011009,7002
701021010,7002
701021011,7002
701021012,7002
701021013,7002
701021014,7000
701021015,7002
701021016,7002
701021017,7002
701021018,7002
701021019,7002
701021020,7002
701021021,7002
701021022,7002
701021023,7002
701021024,7002
701021025,7002
701021026,7002
701021027,7002
701021028,7002
701021029,7002
701021030,7002
701031031,7002
701031032,7000
701031033,7000
701031034,7002
701031035,7000
701041036,7002
701041037,7002
701041038,7002
701041039,7002
701041040,7002
701041041,7002
701041042,7002
701041043,7002
701041044,7002
702011045,7001
702011046,7001
702011047,7001
702011048,7001
702011049,7001
702011050,7000
702011051,7001
702011052,7000
702011053,7000
702011054,7000
702021055,7000
702021056,7000
702031057,7000
702031058,7000
702031059,7000
702031060,7000
702031061,7000
702041062,7000
702041063,7000
702041064,7000
702051065,7000
702051066,7000
702051067,7000
702051068,7000
797979799,7000
799999499,7000
801011001,8001
801011002,8001
801011003,8001
801011004,8001
801011005,8001
801011006,8001
801011007,8001
801011008,8001
801011009,8001
801011010,8001
801011011,8001
801011012,8000
801011013,8001
801011014,8001
801011015,8001
801011016,8001
801011017,8001
801011018,8001
801011019,8001
801011020,8001
801011021,8001
801011022,8001
801011023,8001
801011024,8001
801011025,8001
801011026,8001
801011111,8000
801011142,8000
801011143,8001
801011144,8000
801031031,8001
801031032,8000
801031113,8001
801031114,8001
801031115,8001
801041034,8001
801041035,8001
801041036,8001
801041037,8001
801041038,8001
801041039,8001
801041040,8001
801041043,8000
801041044,8001
801041045,8001
801041046,8001
801041047,8001
801041048,8001
801041116,8000
801041117,8000
801041118,8001
801041119,8001
801041120,8001
801041121,8001
801041122,8001
801051049,8001
801051050,8001
801051051,8001
801051053,8001
801051054,8001
801051055,8001
801051056,8001
801051057,8001
801051058,8001
801051060,8001
801051061,8001
801051123,8000
801051124,8001
801051125,8001
801051126,8001
801051127,8001
801051128,8001
801061062,8001
801061063,8001
801061064,8001
801061066,8001
801061067,8001
801061068,8001
801061069,8001
801061070,8001
801061129,8001
801061130,8001
801061131,8001
801071071,8001
801071072,8001
801071073,8001
801071074,8001
801071075,8001
801071076,8001
801071077,8001
801071078,8001
801071079,8001
801071080,8001
801071081,8001
801071082,8001
801071083,8001
801071084,8001
801071085,8001
801071086,8001
801071087,8001
801071088,8001
801071089,8000
801071090,8001
801071132,8000
801081091,8001
801081092,8001
801081093,8001
801081094,8001
801081095,8001
801081096,8001
801081097,8001
801081098,8001
801081133,8001
801091099,8001
801091100,8001
801091101,8001
801091102,8001
801091103,8001
801091104,8001
801091105,8001
801091106,8001
801091107,8001
801091108,8001
801091109,8001
801091110,8001
801101134,8000
801101135,8001
801101136,8001
801101137,8000
801101139,8001
801101145,8000
801101146,8001
801111140,8000
801111141,8000
897979799,8000
899999499,8000
901011001,9000
901021002,9000
901031003,9000
901041004,9000
997979799,9000
999999499,9000
ZZZZZZZZZ,ZZZZ
