SAL_CODE_2021,SAL_NAME_2021
13070,Oaklands
13071,Oakville
13072,Oakwood (NSW)
13073,Oallen
13074,Oatlands (NSW)
13075,Oatley
13076,Oban
13077,Obanvale
13078,Oberne Creek
13079,Oberon
13080,Obley
13081,Ocean Shores
13082,Ogunbil
13083,Old Adaminaby
13084,Old Bar
13085,Old Bonalbo
13086,Old Erowal Bay
13087,Old Grevillia
13088,Old Guildford
13089,Old Junee
13090,Old Mill
13091,Old Station
13092,Old Toongabbie
13093,Olinda (NSW)
13094,Olney
13095,Omadale
13096,One Mile (NSW)
13097,One Tree
13098,Oolong
13099,Ooma
13100,Ootha
13101,Ophir
13102,Oran Park
13103,Orange
13104,Orange Grove (NSW)
13105,Orangeville
13106,Orchard Hills
13107,Orient Point
13108,Orton Park
13109,Osborne (NSW)
13110,Osterley (NSW)
13111,Oswald
13112,Otford
13113,Oura
13114,Ourimbah
13115,Ournie
13116,Owens Gap
13117,Oxford Falls
13118,Oxley (Balranald - NSW)
13119,Oxley (Warren - NSW)
13120,Oxley Island
13121,Oxley Park
13122,Oxley Vale
13123,Oyster Bay
13124,Oyster Cove (NSW)
13125,Packsaddle
13126,Paddington (NSW)
13127,Paddys Flat (Kyogle - NSW)
13128,Paddys Flat (Snowy Monaro Regional - NSW)
13129,Paddys River (Snowy Valleys - NSW)
13130,Paddys River (Wingecarribee - NSW)
13131,Padstow
13132,Padstow Heights
13133,Pagans Flat
13134,Pages Creek
13135,Pages River
13136,Pagewood
13137,Palarang
13138,Palerang
13139,Paling Yards (Bathurst Regional - NSW)
13140,Paling Yards (Oberon - NSW)
13141,Pallal
13142,Pallamallawa
13143,Palm Beach (NSW)
13144,Palm Grove (NSW)
13145,Palmdale (NSW)
13146,Palmers Channel
13147,Palmers Island
13148,Palmers Oaky
13149,Palmvale
13150,Palmwoods (NSW)
13151,Pambula
13152,Pambula Beach
13153,Pampoolah
13154,Pan Ban
13155,Panania
13156,Pangee
13157,Panuara
13158,Pappinbarra
13159,Para
13160,Paradise (NSW)
13161,Paringi
13162,Parkes (NSW)
13163,Parkesbourne
13164,Parklea
13165,Parkville (NSW)
13166,Parma
13167,Parramatta
13168,Parraweena
13169,Patchs Beach
13170,Paterson (NSW)
13171,Patonga
13172,Paupong
13173,Paxton
13174,Paynes Crossing
13175,Paytens Bridge
13176,Peacock Creek
13177,Peak Hill (NSW)
13178,Peak View
13179,Peakhurst
13180,Peakhurst Heights
13181,Pearces Creek
13182,Pearl Beach
13183,Peats Ridge
13184,Pebbly Beach
13185,Peel
13186,Peelwood
13187,Pejar
13188,Pelaw Main
13189,Pelican (NSW)
13190,Pelton
13191,Pembrooke
13192,Pemulwuy
13193,Pendle Hill
13194,Pennant Hills
13195,Penrith
13196,Penrose
13197,Penshurst (NSW)
13198,Pericoe
13199,Perisher Valley
13200,Perrys Crossing
13201,Perthville
13202,Petersham
13203,Pheasants Nest
13204,Phegans Bay
13205,Phillip Bay
13206,Phoenix Park
13207,Piallamore
13208,Piallaway
13209,Piambong
13210,Picketts Valley
13211,Picnic Point
13212,Picton (NSW)
13213,Pigeonbah
13214,Piggabeen
13215,Pikapene
13216,Pillar Valley
13217,Pilliga
13218,Pilot Wilderness
13219,Pimlico (NSW)
13220,Pimlico Island
13221,Pinbeyan
13222,Pindaroi
13223,Pindimar
13224,Pine Camp
13225,Pine Clump
13226,Pine Grove (NSW)
13227,Pine Lodge (NSW)
13228,Pine Ridge
13229,Pine Valley
13230,Piney Range
13231,Pinkett
13232,Pinnacle (NSW)
13233,Pinnacle Swamp
13234,Pinny Beach
13235,Piora
13236,Pipeclay
13237,Pitnacree
13238,Pitt Town
13239,Pitt Town Bottoms
13240,Pleasant Hills
13241,Pleasure Point
13242,Plumpton (NSW)
13243,Point Clare
13244,Point Frederick
13245,Point Piper
13246,Point Wolstoncroft
13247,Pointer Mountain
13248,Pokolbin
13249,Pola Creek
13250,Polo Flat
13251,Pomeroy
13252,Pomona (NSW)
13253,Ponto
13254,Pooncarie
13255,Port Botany
13256,Port Hacking
13257,Port Kembla
13258,Port Macquarie
13259,Port Stephens
13260,Porters Creek
13261,Porters Retreat
13262,Portland (NSW)
13263,Possum Brush
13264,Possum Creek
13265,Potato Point
13266,Pottery Estate
13267,Potts Hill
13268,Potts Point
13269,Pottsville
13270,Prairiewood
13271,Premer
13272,Prestons
13273,Pretty Beach (Central Coast - NSW)
13274,Pretty Beach (Shoalhaven - NSW)
13275,Pretty Pine
13276,Primbee
13277,Primrose Valley
13278,Prospect (NSW)
13279,Providence Portal
13280,Pucawan
13281,Puddledock
13282,Pulganbar
13283,Pullabooka
13284,Pulletop
13285,Pumpenbil
13286,Punchbowl (Canterbury-Bankstown - NSW)
13287,Punchbowl (Clarence Valley - NSW)
13288,Purfleet
13289,Purlewaugh
13290,Putney
13291,Putta Bucca
13292,Putty
13293,Pyangle
13294,Pymble
13295,Pyramul
13296,Pyree
13297,Pyrmont
13298,Quaama
13299,Quakers Hill
13300,Quambone
13301,Quanda
13302,Quandary
13303,Quandialla
13304,Queanbeyan
13305,Queanbeyan East
13306,Queanbeyan West
13307,Queens Park (NSW)
13308,Queens Pinch
13309,Queenscliff (NSW)
13310,Quialigo
13311,Quidong
13312,Quiera
13313,Quipolly
13314,Quirindi
13315,Quorrobolong
13316,Raby
13317,Raglan (NSW)
13318,Rainbow Flat
13319,Rainbow Reach
13320,Raleigh
13321,Ramornie
13322,Ramsgate
13323,Ramsgate Beach
13324,Rand
13325,Randwick
13326,Rangari
13327,Rangers Valley
13328,Rankin Park
13329,Rankins Springs
13330,Rannock
13331,Rappville
13332,Rathmines
13333,Ravensdale
13334,Ravenswood (NSW)
13335,Ravensworth (NSW)
13336,Rawdon Island
13337,Rawdon Vale
13338,Raworth
13339,Rawsonville
13340,Raymond Terrace
13341,Razorback
13342,Red Head
13343,Red Hill (Snowy Valleys - NSW)
13344,Red Hill (Tamworth Regional - NSW)
13345,Red Hill (Warren - NSW)
13346,Red Range
13347,Red Rock
13348,Red Rocks
13349,Redbank (NSW)
13350,Redbournberry
13351,Reddestone
13352,Redfern
13353,Redhead
13354,Redlands
13355,Reedy Creek (NSW)
13356,Reedy Swamp
13357,Reefton (NSW)
13358,Regents Park (NSW)
13359,Regentville
13360,Reids Flat
13361,Reidsdale
13362,Rennie
13363,Reno
13364,Renwick
13365,Repentance Creek
13366,Repton
13367,Reserve Creek
13368,Retreat (NSW)
13369,Revesby
13370,Revesby Heights
13371,Rhine Falls
13372,Rhodes
13373,Richards
13374,Richlands (NSW)
13375,Richmond (NSW)
13376,Richmond Hill (NSW)
13377,Richmond Lowlands
13378,Richmond Vale
13379,Rileys Hill
13380,Ringwood (NSW)
13381,Riverlea
13382,Riverside (NSW)
13383,Riverstone
13384,Rivertree
13385,Riverview (NSW)
13386,Riverwood
13387,Rixs Creek
13388,Rob Roy
13389,Robertson (NSW)
13390,Robin Hill
13391,Rock Flat
13392,Rock Forest
13393,Rock Valley
13394,Rockdale
13395,Rockley
13396,Rockley Mount
13397,Rockton
13398,Rocky Creek (Gwydir - NSW)
13399,Rocky Creek (Inverell - NSW)
13400,Rocky Glen
13401,Rocky Hall
13402,Rocky Plain (NSW)
13403,Rocky Point (NSW)
13404,Rocky River (Tenterfield - NSW)
13405,Rocky River (Uralla - NSW)
13406,Rodd Point
13407,Rollands Plains
13408,Rookhurst
13409,Rookwood (NSW)
13410,Rooty Hill
13411,Ropes Crossing
13412,Rose Bay (NSW)
13413,Rose Valley (Kiama - NSW)
13414,Rose Valley (Snowy Monaro Regional - NSW)
13415,Rosebank
13416,Roseberg
13417,Roseberry
13418,Roseberry Creek
13419,Rosebery (NSW)
13420,Rosebrook (NSW)
13421,Rosedale (NSW)
13422,Rosehill (NSW)
13423,Roselands
13424,Rosemeadow
13425,Rosemeath
13426,Roseville
13427,Roseville Chase
13428,Rosewood (Port Macquarie-Hastings - NSW)
13429,Rosewood (Snowy Valleys - NSW)
13430,Roslyn
13431,Rossglen
13432,Rossgole
13433,Rossi
13434,Rossmore (NSW)
13435,Rothbury
13436,Roto
13437,Rouchel
13438,Rouchel Brook
13439,Roughit
13440,Round Mountain
13441,Round Swamp
13442,Rous
13443,Rous Mill
13444,Rouse Hill
13445,Rowan
13446,Rowena
13447,Rowlands Creek
13448,Royal National Park
13449,Royalla
13450,Rozelle
13451,Ruby Creek
13452,Rufus
13453,Rugby
13454,Rukenvale
13455,Run-o-Waters
13456,Running Stream
13457,Runnyford
13458,Ruse
13459,Rushcutters Bay
13460,Rushes Creek
13461,Rushforth
13462,Russell Lea
13463,Russell Vale
13464,Rutherford
13465,Ruthven
13466,Ryan (NSW)
13467,Rydal
13468,Rydalmere
13469,Ryde
13470,Rye Park
13471,Ryhope
13472,Rylstone
13473,Sackville
13474,Sackville North
13475,Saddleback Mountain
13476,Sadleir
13477,Safety Beach (NSW)
13478,Salamander Bay
13479,Salisbury (NSW)
13480,Salisbury Plains
13481,Sallys Flat
13482,Salt Ash
13483,Saltwater
13484,San Isidore
13485,San Remo (NSW)
13486,Sancrox
13487,Sanctuary Point
13488,Sandbar
13489,Sandgate (NSW)
13490,Sandigo
13491,Sandilands (NSW)
13492,Sandon (NSW)
13493,Sandringham (NSW)
13494,Sandy Beach
13495,Sandy Creek (Cobar - NSW)
13496,Sandy Creek (Upper Hunter Shire - NSW)
13497,Sandy Crossing
13498,Sandy Flat
13499,Sandy Gully (NSW)
13500,Sandy Hill
13501,Sandy Hollow
13502,Sandy Point (NSW)
13503,Sanger
13504,Sans Souci
13505,Sapphire
13506,Sapphire Beach
13507,Saratoga
13508,Sassafras (NSW)
13509,Saumarez
13510,Saumarez Ponds
13511,Savernake
13512,Sawpit Creek
13513,Sawtell
13514,Sawyers Gully
13515,Scarborough (NSW)
13516,Scheyville
13517,Schofields
13518,Scone
13519,Scotia
13520,Scotland Island
13521,Scotts Creek (NSW)
13522,Scotts Flat
13523,Scotts Head
13524,Seaforth (NSW)
13525,Seaham
13526,Seahampton
13527,Seal Rocks
13528,Sebastopol (NSW)
13529,Sedgefield
13530,Seelands
13531,Sefton
13532,Segenhoe
13533,Seven Hills (NSW)
13534,Seven Oaks
13535,Sextonville
13536,Shadforth (NSW)
13537,Shallow Bay
13538,Shalvey
13539,Shanes Park
13540,Shannon Brook
13541,Shannon Vale
13542,Shannondale
13543,Shannons Flat
13544,Shark Creek
13545,Sharps Creek
13546,Sheedys Gully
13547,Shell Cove
13548,Shellharbour
13549,Shellharbour City Centre
13550,Shelly Beach (NSW)
13551,Sherwood (Clarence Valley - NSW)
13552,Sherwood (Kempsey - NSW)
13553,Sherwood (Kyogle - NSW)
13554,Shoal Bay (NSW)
13555,Shoalhaven Heads
13556,Shooters Hill
13557,Shortland
13558,Silent Grove
13559,Silverdale (NSW)
13560,Silverton (NSW)
13561,Silverwater (Lake Macquarie - NSW)
13562,Silverwater (Parramatta - NSW)
13563,Simpkins Creek
13564,Singleton (NSW)
13565,Singleton Heights
13566,Singleton Military Area
13567,Singletons Mill
13568,Six Mile Swamp
13569,Skennars Head
13570,Skillion Flat
13571,Skinners Shoot
13572,Sleepy Hollow
13573,Smeaton Grange
13574,Smiggin Holes
13575,Smithfield (NSW)
13576,Smiths Creek (Clarence Valley - NSW)
13577,Smiths Creek (Kyogle - NSW)
13578,Smiths Creek (Tweed - NSW)
13579,Smiths Lake
13580,Smithtown
13581,Snakes Plain
13582,Snowball
13583,Snowy Plain
13584,Sodwalls
13585,Sofala
13586,Soldiers Point
13587,Somersby
13588,Somerton (NSW)
13589,South Albury
13590,South Arm (Clarence Valley - NSW)
13591,South Arm (Nambucca Valley - NSW)
13592,South Ballina
13593,South Bathurst
13594,South Bowenfels
13595,South Coogee
13596,South Durras
13597,South Golden Beach
13598,South Grafton
13599,South Granville
13600,South Gundagai
13601,South Gundurimba
13602,South Guyra
13603,South Hurstville
13604,South Kempsey
13605,South Lismore
13606,South Littleton
13607,South Maitland
13608,South Maroota
13609,South Murwillumbah
13610,South Nowra
13611,South Pambula
13612,South Penrith
13613,South Tamworth
13614,South Turramurra
13615,South Wentworthville
13616,South West Rocks
13617,South Windsor
13618,South Wolumla
13619,Southampton (NSW)
13620,Southgate
13621,Speers Point
13622,Speewa
13623,Spencer
13624,Spicers Creek
13625,Spicketts Creek
13626,Splitters Creek
13627,Spring Creek (NSW)
13628,Spring Farm (NSW)
13629,Spring Flat
13630,Spring Grove
13631,Spring Hill (Orange - NSW)
13632,Spring Hill (Wollongong - NSW)
13633,Spring Mountain (NSW)
13634,Spring Plains
13635,Spring Ridge
13636,Spring Terrace
13637,Springdale (NSW)
13638,Springdale Heights
13639,Springfield (Central Coast - NSW)
13640,Springfield (Snowy Monaro Regional - NSW)
13641,Springrange
13642,Springside (NSW)
13643,Springvale (NSW)
13644,Springwood (NSW)
13645,St Albans (NSW)
13646,St Andrews (NSW)
13647,St Clair (Penrith - NSW)
13648,St Clair (Singleton - NSW)
13649,St Fillans
13650,St George (NSW)
13651,St Georges Basin
13652,St Helens Park
13653,St Huberts Island
13654,St Ives (NSW)
13655,St Ives Chase
13656,St Johns Park
13657,St Leonards (NSW)
13658,St Marys (NSW)
13659,St Peters (NSW)
13660,Stanborough
13661,Stanbridge
13662,Stanford Merthyr
13663,Stanhope (NSW)
13664,Stanhope Gardens
13665,Stanmore (NSW)
13666,Stannifer
13667,Stannum
13668,Stanwell Park
13669,Stanwell Tops
13670,State Mine Gully
13671,Steam Plains
13672,Steeple Flat
13673,Stewarts Brook
13674,Stewarts River
13675,Stockinbingal
13676,Stockrington
13677,Stockton (NSW)
13678,Stockyard Creek (NSW)
13679,Stokers Siding
13680,Stonehenge (NSW)
13681,Stonequarry
13682,Stony Chute
13683,Stony Creek (Bega Valley - NSW)
13684,Stony Creek (Mid-Western Regional - NSW)
13685,Stony Crossing
13686,Stotts Creek
13687,Stratford (NSW)
13688,Strathcedar
13689,Stratheden
13690,Strathfield (NSW)
13691,Strathfield South
13692,Stroud
13693,Stroud Hill
13694,Stroud Road
13695,Stuart Town
13696,Stuarts Point
13697,Stubbo
13698,Stud Park
13699,Suffolk Park
13700,Sugarloaf (NSW)
13701,Summer Hill (Dungog - NSW)
13702,Summer Hill (Inner West - NSW)
13703,Summer Hill Creek
13704,Summer Island
13705,Summerland Point
13706,Sun Valley (NSW)
13707,Sunny Corner
13708,Sunset Strip (NSW)
13709,Sunshine (NSW)
13710,Sunshine Bay
13711,Suntop
13712,Surf Beach (NSW)
13713,Surfside
13714,Surry Hills
13715,Sussex Inlet
13716,Sutherland (NSW)
13717,Sutton (NSW)
13718,Sutton Forest
13719,Swan Bay (Port Stephens - NSW)
13720,Swan Bay (Richmond Valley - NSW)
13721,Swan Creek (NSW)
13722,Swan Vale
13723,Swanbrook
13724,Swanhaven
13725,Swans Crossing
13726,Swansea (NSW)
13727,Swansea Heads
13728,Sweetmans Creek
13729,Sydenham (NSW)
13730,Sydney
13731,Sydney Olympic Park
13732,Sylvania
13733,Sylvania Waters
13734,Tabbil Creek
13735,Tabbimoble
13736,Tabbita
13737,Table Top
13738,Tabulam
13739,Tacoma
13740,Tacoma South
13741,Tahlee
13742,Tahmoor
13743,Talarm
13744,Talawanta
13745,Talbingo
13746,Tallawang
13747,Tallawong
13748,Tallimba
13749,Tallong
13750,Tallowal
13751,Tallowwood Ridge
13752,Tallwood
13753,Tallwoods Village
13754,Talmalmo
13755,Talofa
13756,Taloumbi
13757,Tamarama
13758,Tamban
13759,Tambar Springs
13760,Tambaroora
13761,Taminda
13762,Tamworth
13763,Tanglewood
13764,Tanilba Bay
13765,Tanja
13766,Tannas Mount
13767,Tantangara
13768,Tantawangalo
13769,Tantonan
13770,Tapitallee
13771,Tara (NSW)
13772,Taradale (NSW)
13773,Tarago
13774,Taralga
13775,Tarana
13776,Tarban
13777,Tarbuck Bay
13778,Tarcutta
13779,Taree
13780,Taree South
13781,Taren Point
13782,Tarlo
13783,Tarraganda
13784,Tarrawanna
13785,Tarriaro
13786,Tarro
13787,Tascott
13788,Tatham
13789,Tathra
13790,Tatton
13791,Taylors Arm
13792,Taylors Beach (NSW)
13793,Taylors Flat
13794,Tea Gardens
13795,Telarah
13796,Telegraph Point
13797,Telopea
13798,Temagog
13799,Temora
13800,Tempe
13801,Ten Mile Hollow
13802,Tenambit
13803,Tenandra
13804,Tennyson (NSW)
13805,Tennyson Point
13806,Tenterden (NSW)
13807,Tenterfield
13808,Teralba
13809,Terania Creek
13810,Terara
13811,Teridgerie
13812,Termeil
13813,Terrabella
13814,Terrace Creek
13815,Terragon
13816,Terramungamine
13817,Terranora
13818,Terreel
13819,Terrey Hills
13820,Terrigal
13821,Terry Hie Hie
13822,Teven
13823,Tewinga
13824,Texas (NSW)
13825,Thalgarrah
13826,Tharbogang
13827,The Angle
13828,The Basin (NSW)
13829,The Bight
13830,The Branch
13831,The Brothers
13832,The Channon
13833,The Devils Wilderness
13834,The Entrance
13835,The Entrance North
13836,The Freshwater
13837,The Gap (Richmond Valley - NSW)
13838,The Gap (Wagga Wagga - NSW)
13839,The Glen (NSW)
13840,The Gulf
13841,The Hatch
13842,The Hill
13843,The Junction
13844,The Lagoon
13845,The Marra
13846,The Meadows
13847,The Oaks
13848,The Pilliga
13849,The Pinnacles
13850,The Pocket
13851,The Ponds
13852,The Ridgeway
13853,The Risk
13854,The Rock
13855,The Rocks (Bathurst Regional - NSW)
13856,The Rocks (Sydney - NSW)
13857,The Sandon
13858,The Slopes
13859,The Whiteman
13860,Theresa Creek (NSW)
13861,Theresa Park
13862,Thirldene
13863,Thirlmere
13864,Thirroul
13865,Thora
13866,Thornleigh
13867,Thornton (NSW)
13868,Thredbo
13869,Thrumster
13870,Thuddungra
13871,Thule
13872,Thumb Creek
13873,Thurgoona
13874,Thyra
13875,Tianjara
13876,Tibbuc
13877,Tibooburra
13878,Tichborne
13879,Tichular
13880,Tighes Hill
13881,Tilba Tilba
13882,Tilbuster
13883,Tilligerry Creek
13884,Tilpa
13885,Timbarra (NSW)
13886,Timbillica
13887,Timbumburi
13888,Timor (NSW)
13889,Tindarey
13890,Tinderry
13891,Tingha
13892,Tingira Heights
13893,Tinonee
13894,Tinpot
13895,Tintenbar
13896,Tintinhull
13897,Tiona
13898,Tipperary (NSW)
13899,Tiri
13900,Tirrannaville
13901,Titaatee Creek
13902,Tocal
13903,Tocumwal
13904,Tolbar
13905,Tolland
13906,Tolwong
13907,Tomago
13908,Tomakin
13909,Tomalla
13910,Tombong
13911,Tomboye
13912,Tomerong
13913,Tomewin
13914,Tomingley
13915,Tomki
13916,Toms Creek
13917,Tonderburine
13918,Tongarra
13919,Toogong
13920,Tooleybuc
13921,Toolijooa
13922,Tooloom
13923,Tooloon
13924,Tooma
13925,Toongabbie (NSW)
13926,Toongi
13927,Toonumbar
13928,Tooranie
13929,Tooraweenah
13930,Toormina
13931,Toorooka
13932,Toothdale
13933,Tootool
13934,Toowoon Bay
13935,Topi Topi
13936,Toronto
13937,Torrington (NSW)
13938,Torryburn (Dungog - NSW)
13939,Torryburn (Uralla - NSW)
13940,Totnes Valley
13941,Tottenham (NSW)
13942,Touga
13943,Toukley
13944,Towallum
13945,Towamba
13946,Townsend
13947,Towradgi
13948,Towrang
13949,Tralee
13950,Trangie
13951,Tregeagle
13952,Tregear
13953,Trenayr
13954,Trentham Cliffs
13955,Trewilga
13956,Triamble
13957,Triangle Flat
13958,Trundle
13959,Trungley Hall
13960,Trunkey Creek
13961,Tubbamurra
13962,Tubbul
13963,Tucabia
13964,Tucki Tucki
13965,Tuckombil
13966,Tuckurimba
13967,Tuena
13968,Tuggerah
13969,Tuggerawong
13970,Tugrabakh
13971,Tullakool
13972,Tullamore
13973,Tullarwalla
13974,Tullera
13975,Tullibigeal
13976,Tullimbar
13977,Tulloona
13978,Tullymorgan
13979,Tumbarumba
13980,Tumbi Umbi
13981,Tumblong
13982,Tumbulgum
13983,Tumorrama
13984,Tumut
13985,Tumut Plains
13986,Tuncester
13987,Tuncurry
13988,Tunglebung
13989,Tuntable Creek
13990,Tuppal
13991,Tura Beach
13992,Turill
13993,Turlinjah
13994,Turners Flat
13995,Turondale
13996,Tuross
13997,Tuross Head
13998,Turramurra
13999,Turrawan
14000,Turrella
14001,Turvey Park
14002,Tweed Heads
14003,Tweed Heads South
14004,Tweed Heads West
14005,Twelve Mile
14006,Twelve Mile Creek
14007,Twelve Mile Peg
14008,Twenty Forests
14009,Twin Rivers
14010,Two Mile Flat
14011,Tyagarah
14012,Tyalgum
14013,Tyalgum Creek
14014,Tygalgah
14015,Tyndale
14016,Tyringham
14017,Uarbry
14018,Uki
14019,Ulamambri
14020,Ulan
14021,Ulladulla
14022,Ulmarra
14023,Ulong
14024,Ultimo
14025,Umina Beach
14026,Unanderra
14027,Underbank
14028,Undercliffe
14029,Ungarie
14030,Unumgar
14031,Upper Allyn
14032,Upper Bingara
14033,Upper Burringbar
14034,Upper Bylong
14035,Upper Colo
14036,Upper Coopers Creek
14037,Upper Copmanhurst
14038,Upper Corindi
14039,Upper Crystal Creek
14040,Upper Dartbrook
14041,Upper Duck Creek
14042,Upper Duroby
14043,Upper Eden Creek
14044,Upper Fine Flower
14045,Upper Growee
14046,Upper Horseshoe Creek
14047,Upper Horton
14048,Upper Kangaroo River
14049,Upper Kangaroo Valley
14050,Upper Karuah River
14051,Upper Lansdowne
14052,Upper Macdonald
14053,Upper Main Arm
14054,Upper Mangrove
14055,Upper Manilla
14056,Upper Mongogarie
14057,Upper Myall
14058,Upper Nile
14059,Upper Orara
14060,Upper Pappinbarra
14061,Upper Rollands Plains
14062,Upper Rouchel
14063,Upper Taylors Arm
14064,Upper Tooloom
14065,Upper Turon
14066,Upper Wilsons Creek
14067,Upsalls Creek
14068,Uralba
14069,Uralla (NSW)
14070,Urana
14071,Urangeline
14072,Urangeline East
14073,Uranquinty
14074,Urawilkie
14075,Urbenville
14076,Uriarra
14077,Urila
14078,Urliup
14079,Urunga
14080,Utungun
14081,Vacy
14082,Vale Of Clwydd
14083,Valentine
14084,Valery
14085,Valla
14086,Valla Beach
14087,Valley Heights
14088,Varroville
14089,Vaucluse
14090,Verges Creek
14091,Verona
14092,Villawood
14093,Vincentia
14094,Vineyard
14095,Violet Hill
14096,Vittoria (NSW)
14097,Voyager Point
14098,Wadalba
14099,Wadbilliga
14100,Wadeville
14101,Wagga Wagga
14102,Wagstaffe
14103,Wahroonga
14104,Waitara
14105,Waitui
14106,Wakefield
14107,Wakeley
14108,Wakool
14109,Walang
14110,Walbundrie
14111,Walcha
14112,Walcha Road
14113,Waldegrave
14114,Walgett
14115,Walla Walla
14116,Wallabadah
14117,Wallabi Point
14118,Wallacetown
14119,Wallacia
14120,Wallaga Lake
14121,Wallagoot
14122,Wallalong
14123,Wallamore
14124,Wallanbah
14125,Wallangra
14126,Wallanthery
14127,Wallarah
14128,Wallaringa
14129,Wallarobba
14130,Wallaroo (NSW)
14131,Wallendbeen
14132,Wallerawang
14133,Walleroobie
14134,Wallingat
14135,Wallis Lake
14136,Wallsend
14137,Walmer (NSW)
14138,Wamban
14139,Wambangalang
14140,Wamberal
14141,Wamboin
14142,Wambool
14143,Wambrook
14144,Wanaaring
14145,Wandandian
14146,Wandella (NSW)
14147,Wandera
14148,Wandook
14149,Wandsworth
14150,Wang Wauk
14151,Wanganella
14152,Wanganui
14153,Wangi Wangi
14154,Wantabadgery
14155,Wantagong
14156,Wantiool
14157,Wapengo
14158,Warabrook
14159,Waratah (NSW)
14160,Waratah West
14161,Warburn
14162,Wardell
14163,Wardrop Valley
14164,Wards Mistake
14165,Wards River
14166,Wareemba
14167,Warialda
14168,Warialda Rail
14169,Warilla
14170,Warkworth
14171,Warners Bay
14172,Warnervale
14173,Warrabah
14174,Warraderry
14175,Warragai Creek
14176,Warragamba
14177,Warragoon
14178,Warrah
14179,Warrah Creek
14180,Warrah Ridge
14181,Warral
14182,Warranulla
14183,Warrawee
14184,Warrawidgee
14185,Warrawong
14186,Warrazambil Creek
14187,Warregah Island
14188,Warrell Creek
14189,Warren
14190,Warri
14191,Warriewood
14192,Warrimoo
14193,Warroo (NSW)
14194,Warrumbungle
14195,Warwick Farm
14196,Washpool (Clarence Valley - NSW)
14197,Washpool (Mid-Coast - NSW)
14198,Watagan
14199,Watanobbi
14200,Waterfall
14201,Waterloo (NSW)
14202,Watersleigh
14203,Waterview
14204,Waterview Heights
14205,Watsons Bay
14206,Watsons Creek (NSW)
14207,Wattamolla
14208,Wattamondara
14209,Wattle Flat (NSW)
14210,Wattle Grove (NSW)
14211,Wattle Ponds
14212,Wattle Ridge (NSW)
14213,Watton
14214,Wauchope
14215,Waugorah
14216,Waukivory
14217,Waverley (NSW)
14218,Waverly
14219,Waverton
14220,Way Way
14221,Wayo
14222,Weabonga
14223,Wean
14224,Webbers Creek
14225,Webbs Creek
14226,Wedderburn (NSW)
14227,Wee Jasper
14228,Wee Waa
14229,Weedallion
14230,Weemelah
14231,Weetaliba
14232,Weethalle
14233,Weilmoringle
14234,Weismantels
14235,Welaregang
14236,Welby
14237,Wellingrove
14238,Wellington (NSW)
14239,Wellington Vale
14240,Wells Crossing
14241,Wendoree Park
14242,Wentworth (NSW)
14243,Wentworth Falls
14244,Wentworth Point
14245,Wentworthville
14246,Werai
14247,Wereboldera
14248,Wermatong
14249,Werombi
14250,Werri Beach
14251,Werrikimbe
14252,Werrington
14253,Werrington County
14254,Werrington Downs
14255,Werris Creek
14256,West Albury
14257,West Ballina
14258,West Bathurst
14259,West Bungawalbin
14260,West Coraki
14261,West Gosford
14262,West Haven
14263,West Hoxton
14264,West Kempsey
14265,West Nowra
14266,West Pennant Hills
14267,West Pymble
14268,West Ryde
14269,West Tamworth
14270,West Wallsend
14271,West Wiangaree
14272,West Wollongong
14273,West Wyalong
14274,Westbrook (NSW)
14275,Westdale (Snowy Valleys - NSW)
14276,Westdale (Tamworth Regional - NSW)
14277,Westleigh
14278,Westmead
14279,Weston (NSW)
14280,Westwood (NSW)
14281,Wetherill Park
14282,Wetuppa
14283,Whalan
14284,Whale Beach
14285,Wheeler Heights
14286,Wheeny Creek
14287,Wheeo
14288,Wherrol Flat
14289,Whian Whian
14290,Whiporie
14291,White Cliffs
14292,White Rock (NSW)
14293,Whitebridge
14294,Whiteman Creek
14295,Whitlow
14296,Whittingham
14297,Whitton
14298,Whoota
14299,Wiagdon
14300,Wiangaree
14301,Wiarborough
14302,Wickham (NSW)
14303,Widden
14304,Widgelli
14305,Wilberforce (NSW)
14306,Wilbetree
14307,Wilcannia
14308,Wild Cattle Creek
14309,Wildes Meadow
14310,Wiley Park
14311,Willala
14312,Willawarrin
14313,Willbriggie
14314,Willi Willi
14315,Williamsdale
14316,Williamtown
14317,Willigobung
14318,Willina
14319,Willmot
14320,Willoughby (NSW)
14321,Willoughby East
14322,Willow Tree
14323,Willow Vale (Kiama - NSW)
14324,Willow Vale (Wingecarribee - NSW)
14325,Willsons Downfall
14326,Willurah
14327,Wilpinjong
14328,Wilsons Creek
14329,Wilton (NSW)
14330,Wimbledon
14331,Wimborne
14332,Winburndale
14333,Windale
14334,Windang
14335,Windella
14336,Windellama
14337,Windera (NSW)
14338,Windermere (NSW)
14339,Windermere Park
14340,Windeyer (NSW)
14341,Windowie
14342,Windradyne
14343,Windsor (NSW)
14344,Windsor Downs
14345,Windy
14346,Winegrove
14347,Wingadee
14348,Wingello
14349,Wingen
14350,Wingham
14351,Winifred
14352,Winmalee
14353,Winston Hills
14354,Winton (NSW)
14355,Wirlinga
14356,Wirraba
14357,Wirragulla
14358,Wirrimah
14359,Wirrimbi
14360,Wirrinya
14361,Wisemans Creek
14362,Wisemans Ferry
14363,Wittitrin
14364,Wog Wog (Bega Valley - NSW)
