SAL_CODE_2021,SAL_NAME_2021
40561,Hampstead Gardens
40562,Hansborough
40563,Hanson
40564,Happy Valley (SA)
40565,Hardwicke Bay
40566,Hardy
40567,Harrogate
40568,Hart (SA)
40569,Hartley (SA)
40570,Haslam
40571,Hatherleigh
40572,Hawker (SA)
40573,Hawson
40574,Hawthorn (SA)
40575,Hawthorndene
40576,Hay Flat
40577,Hay Valley
40578,Hayborough
40579,Hazelwood Park
40580,Heathfield
40581,Heathpool
40582,Hectorville
40583,Hendon (SA)
40584,Henley Beach
40585,Henley Beach South
40586,Hewett
40587,Highbury (SA)
40588,Highgate (SA)
40589,Highland Valley
40590,Hill River (SA)
40591,Hillbank
40592,Hillcrest (SA)
40593,Hillier
40594,Hilltown
40595,Hilton (SA)
40596,Hincks
40597,Hindmarsh (SA)
40598,Hindmarsh Island
40599,Hindmarsh Tiers
40600,Hindmarsh Valley
40601,Holden Hill
40602,Holder (SA)
40603,Holder Siding
40604,Honiton
40605,Hope Forest
40606,Hope Gap
40607,Hope Valley (SA)
40608,Hornsdale
40609,Horsnell Gully
40610,Hoskin Corner
40611,Houghton
40612,Hove
40613,Hoyleton
40614,Huddleston
40615,Humbug Scrub
40616,Huntfield Heights
40617,Hyde Park (SA)
40618,Hynam
40619,Ingle Farm
40620,Inglewood (SA)
40621,Ingomar
40622,Inkerman (SA)
40623,Inkster
40624,Inman Valley
40625,Innamincka
40626,Inneston
40627,Iron Knob
40628,Ironbank
40629,Ironstone
40630,Island Beach
40631,Island Lagoon
40632,Iwantja
40633,Jabuk
40634,James Well
40635,Jamestown
40636,Jamieson (SA)
40637,Jericho (SA)
40638,Jerusalem
40639,Jervois
40640,Joanna
40641,Johnburgh
40642,Joslin
40643,Julanka Holdings
40644,Julia
40645,Jupiter Creek
40646,Kadina
40647,Kainton
40648,Kalamurina
40649,Kalanbi
40650,Kalangadoo
40651,Kalbeeba
40652,Kaldoonera
40653,Kalka
40654,Kallora
40655,Kaltjiti
40656,Kangarilla
40657,Kangaroo Flat (SA)
40658,Kangaroo Head
40659,Kangaroo Inn
40660,Kanmantoo
40661,Kanni
40662,Kanpi
40663,Kanyaka
40664,Kapinnie
40665,Kappawanta
40666,Kapunda
40667,Karatta
40668,Karcultaby
40669,Karkoo
40670,Karoonda
40671,Karte
40672,Katarapko
40673,Keilira
40674,Keith
40675,Kellidie Bay
40676,Kelly
40677,Kensington (SA)
40678,Kensington Gardens
40679,Kensington Park
40680,Kent Town
40681,Kenton Valley
40682,Kepa
40683,Keppoch
40684,Kersbrook
40685,Keswick
40686,Keswick Terminal
40687,Keyneton
40688,Ki Ki
40689,Kiana
40690,Kidman Park
40691,Kielpa
40692,Kilburn
40693,Kilkenny
40694,Kimba
40695,Kingoonya
40696,Kings Park (SA)
40697,Kingscote
40698,Kingsford (SA)
40699,Kingston On Murray
40700,Kingston Park
40701,Kingston Se
40702,Kingswood (SA)
40703,Klemzig
40704,Kohinoor
40705,Kondoolka
40706,Kongal
40707,Kongorong
40708,Koolgera
40709,Koolunga
40710,Koolywurtie
40711,Koonamore
40712,Koongawa
40713,Koonibba
40714,Koonoona
40715,Koonunga
40716,Koorine
40717,Kooroona
40718,Koppamurra
40719,Koppio
40720,Korunye
40721,Kringin
40722,Krondorf
40723,Krongart
40724,Kudla
40725,Kuitpo
40726,Kuitpo Colony
40727,Kulpara
40728,Kurralta Park
40729,Kyancutta
40730,Kybunga
40731,Kybybolite
40732,Kyeema
40733,Laffer
40734,Lake Albert (SA)
40735,Lake Alexandrina
40736,Lake Carlet
40737,Lake Everard
40738,Lake Eyre
40739,Lake Frome
40740,Lake Gairdner
40741,Lake Gilles
40742,Lake Macfarlane
40743,Lake Plains
40744,Lake Torrens
40745,Lake View
40746,Lameroo
40747,Langhorne Creek
40748,Langs Landing
40749,Largs Bay
40750,Largs North
40751,Laura (SA)
40752,Laura Bay
40753,Leabrook
40754,Leasingham
40755,Leawood Gardens
40756,Leigh Creek (SA)
40757,Leigh Creek Station
40758,Leighton
40759,Lenswood
40760,Lewiston
40761,Light Pass
40762,Lightsview
40763,Lincoln National Park
40764,Linden Park
40765,Lindley
40766,Lindon
40767,Linwood
40768,Lipson
40769,Little Douglas
40770,Littlehampton
40771,Lobethal
40772,Lochaber
40773,Lochiel (SA)
40774,Lock
40775,Lockleys
40776,Long Flat (SA)
40777,Long Plains
40778,Longwood (SA)
40779,Lonsdale
40780,Louth Bay
40781,Loveday
40782,Lowan Vale
40783,Lowbank
40784,Lower Broughton
40785,Lower Hermitage
40786,Lower Inman Valley
40787,Lower Light
40788,Lower Mitcham
40789,Loxton
40790,Loxton North
40791,Lucindale
40792,Lucky Bay
40793,Lyndhurst (SA)
40794,Lyndoch
40795,Lynton
40796,Lyrup
40797,Maaoupe
40798,Mabel Creek
40799,Macclesfield (SA)
40800,Macdonald Park
40801,Macgillivray
40802,Macumba
40803,Magarey
40804,Magdala
40805,Maggea
40806,Magill
40807,Mahanewo
40808,Maitland (SA)
40809,Makin
40810,Malinong
40811,Mallala
40812,Malpas
40813,Maltee
40814,Malvern (SA)
40815,Mambray Creek
40816,Mangalo
40817,Manna Hill
40818,Mannanarie
40819,Manningham
40820,Mannum
40821,Manoora (SA)
40822,Mansfield Park
40823,Mantung
40824,Marama
40825,Marananga
40826,Marble Hill
40827,Marcollat
40828,Marden
40829,Marino
40830,Marion
40831,Marion Bay (SA)
40832,Markaranka
40833,Marks Landing
40834,Marla
40835,Marleston
40836,Marola
40837,Marrabel
40838,Marree
40839,Marryatville
40840,Maryvale (SA)
40841,Maslin Beach
40842,Matta Flat
40843,Maude (SA)
40844,Mawson Lakes
40845,Mayfield (SA)
40846,Maylands (SA)
40847,McBean Pound
40848,McCallum
40849,McCracken
40850,McHarg Creek
40851,McLaren Flat
40852,McLaren Vale
40853,Meadows
40854,Medindie
40855,Medindie Gardens
40856,Melrose (SA)
40857,Melrose Park (SA)
40858,Melton (SA)
40859,Meningie
40860,Meningie East
40861,Meningie West
40862,Menzies (SA)
40863,Mercunda
40864,Merghiny
40865,Meribah
40866,Merriton
40867,Middle Beach
40868,Middle River
40869,Middleback Range
40870,Middleton (SA)
40871,Midgee (SA)
40872,Mil-Lel
40873,Milang
40874,Mile End
40875,Mile End South
40876,Milendella
40877,Millbrook (SA)
40878,Millicent
40879,Millswood
40880,Miltalie
40881,Mimili
40882,Minbrie
40883,Minburra
40884,Mindarie (SA)
40885,Mingbool
40886,Minlaton
40887,Minnipa
40888,Mintaro
40889,Minvalara
40890,Miranda (SA)
40891,Mitcham (SA)
40892,Mitchell (SA)
40893,Mitchell Park (SA)
40894,Mitchellville
40895,Moana
40896,Mobilong
40897,Moculta
40898,Modbury
40899,Modbury Heights
40900,Modbury North
40901,Moerlong
40902,Monarto
40903,Monarto South
40904,Monash (SA)
40905,Monbulla
40906,Mongolata
40907,Montacute
40908,Montarra
40909,Monteith
40910,Moockra
40911,Moody
40912,Mooleulooloo
40913,Moonaree
40914,Moonta
40915,Moonta Bay
40916,Moonta Mines
40917,Moorak
40918,Moorlands
40919,Moorook
40920,Moorook South
40921,Moppa
40922,Morchard
40923,Morgan
40924,Morn Hill
40925,Morphett Vale
40926,Morphetts Flat
40927,Morphettville
40928,Mortana
40929,Moseley
40930,Mosquito Hill
40931,Motpena
40932,Mount Barker (SA)
40933,Mount Barker Junction
40934,Mount Barker Springs
40935,Mount Barker Summit
40936,Mount Benson
40937,Mount Bryan
40938,Mount Bryan East
40939,Mount Burr
40940,Mount Charles
40941,Mount Compass
40942,Mount Cooper (SA)
40943,Mount Crawford
40944,Mount Damper
40945,Mount Drummond
40946,Mount Dutton Bay
40947,Mount Gambier
40948,Mount George (SA)
40949,Mount Hope (SA)
40950,Mount Ive
40951,Mount Jagged
40952,Mount Joy
40953,Mount Light
40954,Mount Magnificent
40955,Mount Mary
40956,Mount Mcintyre
40957,Mount Mckenzie
40958,Mount Observation (SA)
40959,Mount Osmond
40960,Mount Pleasant (SA)
40961,Mount Schank
40962,Mount Serle
40963,Mount Templeton
40964,Mount Torrens
40965,Mount Wedge
40966,Mount Willoughby
40967,Moyhall
40968,Mudamuckla
40969,Mulgundawa
40970,Mullaquana
40971,Muloorina
40972,Mundallio
40973,Mundic Creek
40974,Mundoo Island
40975,Mundoora
40976,Mundulla
40977,Mundulla West
40978,Mungeranie
40979,Munno Para
40980,Munno Para Downs
40981,Munno Para West
40982,Murbko
40983,Murdinga
40984,Murlong
40985,Murputja - Nyapari
40986,Murrawong
40987,Murray Bridge
40988,Murray Bridge East
40989,Murray Bridge North
40990,Murray Bridge South
40991,Murray Town
40992,Murtho
40993,Muston
40994,Mutooroo
40995,Mylor
40996,Mypolonga
40997,Myponga
40998,Myponga Beach
40999,Myrtle Bank (SA)
41000,Nackara
41001,Nadia
41002,Naidia
41003,Nailsworth
41004,Nain
41005,Nairne
41006,Nalyappa
41007,Nangkita
41008,Nangwarry
41009,Nantawarra
41010,Napperby
41011,Naracoorte
41012,Narridy
41013,Narrung (SA)
41014,Naturi
41015,Neales Flat
41016,Nectar Brook
41017,Nelshaby
41018,Nene Valley
41019,Nepabunna
41020,Nepean Bay
41021,Netherby (SA)
41022,Netherton
41023,Netley
41024,New Port
41025,New Residence
41026,New Town (SA)
41027,New Well
41028,Newland
41029,Newton
41030,Ngapala
41031,Ngarkat
41032,Nildottie
41033,Ninnes
41034,Noarlunga Centre
41035,Noarlunga Downs
41036,Nora Creina
41037,Normanville (SA)
41038,North Adelaide
41039,North Beach (SA)
41040,North Booborowie
41041,North Brighton
41042,North Cape
41043,North Haven (SA)
41044,North Moonta
41045,North Plympton
41046,North Shields
41047,North West Bend
41048,North Yelta
41049,Northern Heights
41050,Northfield
41051,Northgate (SA)
41052,Norton Summit
41053,Norwood (SA)
41054,Notts Well
41055,Novar Gardens
41056,Nullarbor
41057,Nunjikompita
41058,Nuriootpa
41059,Nurom
41060,Nurragi
41061,O'Halloran Hill
41062,O'Sullivan Beach
41063,Oak Valley (SA)
41064,Oakbank
41065,Oakden
41066,Oakden Hills
41067,Oaklands Park
41068,Ob Flat
41069,Olary
41070,Old Calperum
41071,Old Noarlunga
41072,Old Reynella
41073,Old Teal Flat
41074,Olympic Dam
41075,One Tree Hill
41076,Onkaparinga Hills
41077,Oodla Wirra
41078,Oodnadatta
41079,Orroroo
41080,Osborne (SA)
41081,Ottoway
41082,Outer Harbor
41083,Overland Corner
41084,Ovingham
41085,Owen
41086,Padthaway
41087,Paechtown
41088,Pages Flat
41089,Paisley
41090,Palkagee
41091,Pallamana
41092,Palmer (SA)
41093,Pandurra
41094,Panitya (SA)
41095,Panorama
41096,Para Hills
41097,Para Hills West
41098,Para Vista
41099,Parachilna
41100,Paracombe
41101,Paradise (SA)
41102,Parafield
41103,Parafield Gardens
41104,Parakylia
41105,Paralowie
41106,Paramatta
41107,Paratoo
41108,Parawa
41109,Parham
41110,Parilla
41111,Paringa
41112,Paris Creek
41113,Park Holme
41114,Parkside (SA)
41115,Parnaroo
41116,Parndana
41117,Parrakie
41118,Parsons Beach
41119,Paruna
41120,Pasadena
41121,Paskeville
41122,Pata
41123,Payneham
41124,Payneham South
41125,Peake
41126,Pearlah
41127,Peebinga
41128,Peep Hill
41129,Pekina
41130,Pelican Lagoon
41131,Pelican Point (SA)
41132,Pellaring Flat
41133,Penfield
41134,Penfield Gardens
41135,Penneshaw
41136,Pennington
41137,Penola
41138,Penong
41139,Penrice
41140,Penwortham
41141,Perlubie
41142,Perponda
41143,Peterborough (SA)
41144,Peterhead
41145,Petersville
41146,Petherick
41147,Petina
41148,Petwood
41149,Pewsey Vale
41150,Piccadilly (SA)
41151,Piednippie
41152,Pike River
41153,Pimba
41154,Pimbaacla
41155,Pine Creek (SA)
41156,Pine Creek Station
41157,Pine Hill
41158,Pine Point
41159,Pinery
41160,Pinkawillinie
41161,Pinkerton Plains
41162,Pinks Beach
41163,Pinnaroo
41164,Pipalyatjara
41165,Pirie East
41166,Pleasant Park
41167,Plympton
41168,Plympton Park
41169,Point Boston
41170,Point Lowly
41171,Point Pass
41172,Point Pearce
41173,Point Souttar
41174,Point Sturt
41175,Point Turton
41176,Polda
41177,Polish Hill River
41178,Poltalloch
41179,Pompoota
41180,Ponde
41181,Poochera
41182,Pooginagoric
41183,Pooginook
41184,Poonindie
41185,Pooraka
41186,Porky Flat
41187,Port Adelaide
41188,Port Arthur (SA)
41189,Port Augusta
41190,Port Augusta West
41191,Port Bonython
41192,Port Broughton
41193,Port Davis
41194,Port Elliot
41195,Port Gawler
41196,Port Germein
41197,Port Gibbon
41198,Port Hughes
41199,Port Julia
41200,Port Kenny
41201,Port Lincoln
41202,Port Macdonnell
41203,Port Mannum
41204,Port Moorowie
41205,Port Neill
41206,Port Noarlunga
41207,Port Noarlunga South
41208,Port Paterson
41209,Port Pirie
41210,Port Pirie South
41211,Port Pirie West
41212,Port Rickaby
41213,Port Victoria
41214,Port Vincent
41215,Port Wakefield
41216,Port Willunga
41217,Porter Lagoon
41218,Price
41219,Proof Range
41220,Prospect (SA)
41221,Prospect Hill
41222,Pukatja
41223,Puntabie
41224,Punthari
41225,Punyelroo
41226,Pureba
41227,Purnong
41228,Pyap
41229,Pyap West
41230,Pygery
41231,Qualco
41232,Queenstown (SA)
41233,Quorn
41234,Racecourse Bay
41235,Ramco
41236,Ramco Heights
41237,Ramsay (SA)
41238,Rapid Bay
41239,Red Creek
41240,Redbanks
41241,Redhill
41242,Redwood Park
41243,Reedy Creek (SA)
41244,Reeves Plains
41245,Regency Park
41246,Reid (SA)
41247,Rendelsham
41248,Renmark
41249,Renmark North
41250,Renmark South
41251,Renmark West
41252,Renown Park
41253,Reynella
41254,Reynella East
41255,Rhynie
41256,Richmond (SA)
41257,Ridgehaven
41258,Ridleyton
41259,Risdon Park
41260,Risdon Park South
41261,Riverglades
41262,Riverglen
41263,Riverton (SA)
41264,Robe
41265,Robertstown
41266,Rochester (SA)
41267,Rockleigh
41268,Rocky Camp
41269,Rocky Gully (SA)
41270,Rocky Plain (SA)
41271,Rocky Point (SA)
41272,Rogues Point
41273,Rose Park
41274,Rosedale (SA)
41275,Rosetown
41276,Rosewater
41277,Roseworthy
41278,Rosslyn Park
41279,Rostrevor
41280,Rowland Flat
41281,Roxby Downs
41282,Royal Park
41283,Royston Park
41284,Rudall
41285,SA Remainder
41286,Saddleworth
41287,Saints
41288,Salisbury (SA)
41289,Salisbury Downs
41290,Salisbury East
41291,Salisbury Heights
41292,Salisbury North
41293,Salisbury Park
41294,Salisbury Plain
41295,Salisbury South
41296,Salt Creek
41297,Salter Springs
41298,Saltia
41299,Sampson Flat
41300,Sandalwood
41301,Sandergrove
41302,Sanderston
41303,Sandilands (SA)
41304,Sandleton
41305,Sandy Creek (SA)
41306,Sandy Grove
41307,Sapphiretown
41308,Sceale Bay
41309,Schell Well
41310,Scott Creek
41311,Seacliff
41312,Seacliff Park
41313,Seacombe Gardens
41314,Seacombe Heights
41315,Seaford (SA)
41316,Seaford Heights
41317,Seaford Meadows
41318,Seaford Rise
41319,Seal Bay
41320,Seaton (SA)
41321,Seaview Downs
41322,Sebastopol (SA)
41323,Second Valley
41324,Sedan
41325,Seddon (SA)
41326,Sefton Park
41327,Sellicks Beach
41328,Sellicks Hill
41329,Semaphore
41330,Semaphore Park
41331,Semaphore South
41332,Senior
41333,Seppeltsfield
41334,Sevenhill
41335,Shaugh
41336,Shea-Oak Log
41337,Sheaoak Flat
41338,Sheidow Park
41339,Sheringa
41340,Sherlock (SA)
41341,Sherwood (SA)
41342,Short
41343,Silverton (SA)
41344,Skye (SA)
41345,Sleaford
41346,Smithfield (SA)
41347,Smithfield Plains
41348,Smoky Bay
41349,Snowtown
41350,Solomon
41351,Solomontown
41352,Somerton Park
41353,South Brighton
41354,South Hummocks
41355,South Kilkerran
41356,South Plympton
41357,Southend
41358,Spalding (SA)
41359,Spectacle Lake
41360,Spence (SA)
41361,Spring Farm (SA)
41362,Spring Gully (SA)
41363,Springfield (SA)
41364,Springton
41365,Square Mile
41366,St Agnes (SA)
41367,St Clair (SA)
41368,St Georges
41369,St Ives (SA)
41370,St Johns
41371,St Kilda (SA)
41372,St Kitts
41373,St Marys (SA)
41374,St Morris
41375,St Peters (SA)
41376,Stanley (SA)
41377,Stanley Flat
41378,Stansbury
41379,Steelton
41380,Steinfeld
41381,Stephenston
41382,Stepney
41383,Stewart Range
41384,Stirling (SA)
41385,Stirling North
41386,Stockport
41387,Stockwell
41388,Stockyard Creek (SA)
41389,Stockyard Plain
41390,Stokes Bay
41391,Stone Hut
41392,Stone Well
41393,Stonyfell
41394,Stow
41395,Strathalbyn (SA)
41396,Streaky Bay
41397,Struan
41398,Stuart (SA)
41399,Stuarts Creek
41400,Stun'Sail Boom
41401,Sturt (SA)
41402,Sturt Vale
41403,Sultana Point
41404,Summertown
41405,Sunlands
41406,Sunnybrae
41407,Sunnydale
41408,Sunnyside (SA)
41409,Sunnyvale
41410,Surrey Downs
41411,Sutherlands
41412,Suttontown
41413,Swan Reach (SA)
41414,Swanport
41415,Swede Flat
41416,Tailem Bend
41417,Taldra
41418,Talia
41419,Tantanoola
41420,Tanunda
41421,Taperoo
41422,Taplan
41423,Taratap
41424,Tarcoola
41425,Tarcowie
41426,Tarlee
41427,Tarnma
41428,Tarpeena
41429,Tatachilla
41430,Taunton (SA)
41431,Taylorville
41432,Tea Tree Gully
41433,Teal Flat
41434,Telowie
41435,Templers
41436,Tennyson (SA)
41437,Tepko
41438,Teringie
41439,Terowie
41440,The Gap (SA)
41441,The Pines (SA)
41442,The Range (SA)
41443,Thebarton
41444,Thevenard
41445,Thomas Plain
41446,Thompson Beach
41447,Thorngate
41448,Thornlea
41449,Thrington
41450,Tiatukia
41451,Tickera
41452,Tiddy Widdy Beach
41453,Tieyon
41454,Tilley Swamp
41455,Tintinara
41456,Tolderol
41457,Tonsley
41458,Tooligie
41459,Tooperang
41460,Toora (SA)
41461,Toorak Gardens
41462,Tootenilla
41463,Torrens Island
41464,Torrens Park
41465,Torrens Vale
41466,Torrensville
41467,Tothill Belt
41468,Tothill Creek
41469,Totness
41470,Towitta
41471,Tranmere (SA)
41472,Trinity Gardens
41473,Trott Park
41474,Truro
41475,Tulka
41476,Tumby Bay
41477,Tungkillo
41478,Tunkalilla
41479,Tusmore
41480,Two Wells
41481,Tyringa
41482,Ucolta
41483,Uley
41484,Uleybury
41485,Ulooloo
41486,Ulyerra
41487,Undalya
41488,Underdale
41489,Ungarra
41490,Unley
41491,Unley Park
41492,Uno
41493,Upper Hermitage
41494,Upper Sturt
41495,Uraidla
41496,Urania
41497,Urrbrae
41498,Uworra
41499,Vale Park
41500,Valley View
41501,Veitch
41502,Venus Bay (SA)
41503,Verdun
41504,Verran
41505,Victor Harbor
41506,Vine Vale
41507,Virginia (SA)
41508,Vista
41509,Vivonne Bay
41510,Waddikee
41511,Waikerie
41512,Waitpinga
41513,Walker Flat
41514,Walkerville (SA)
41515,Walkley Heights
41516,Wall Flat
41517,Wallala
41518,Wallaroo (SA)
41519,Wallaroo Mines
41520,Wallaroo Plain
41521,Walloway
41522,Waltowa
41523,Wami Kata
41524,Wanbi
41525,Wandana (SA)
41526,Wandearah East
41527,Wandearah West
41528,Wandilo
41529,Wangary
41530,Wangolina
41531,Wanilla
41532,Wappilka
41533,Warburto
41534,Ward Belt
41535,Ward Hill
41536,Warnertown
41537,Warnes
41538,Warooka
41539,Warradale
41540,Warramboo
41541,Washpool (SA)
41542,Wasleys
41543,Watarru
41544,Watchman
41545,Waterfall Gully
41546,Waterloo (SA)
41547,Waterloo Corner
41548,Watervale
41549,Watraba
41550,Wattle Flat (SA)
41551,Wattle Park
41552,Wattle Range
41553,Wattle Range East
41554,Wauraltee
41555,Wayville
41556,Webb Beach
41557,Wedge Island (SA)
41558,Weeroona Island
41559,Weetulta
41560,Welland
41561,Wellington (SA)
41562,Wellington East
41563,Wepar
41564,West Beach (SA)
41565,West Bundaleer
41566,West Croydon
41567,West Hindmarsh
41568,West Lakes
41569,West Lakes Shore
41570,West Range
41571,West Richmond
41572,Westall
41573,Westbourne Park
41574,Western Flat
41575,Western River
41576,Wharminda
41577,White Hill
41578,White Hut
41579,White Sands
41580,White Well Corner
41581,Whites Flat
41582,Whites River
41583,Whites Valley
41584,Whitwarta
41585,Whyalla
41586,Whyalla Barson
41587,Whyalla Jenkins
41588,Whyalla Norrie
41589,Whyalla Playford
41590,Whyalla Stuart
41591,Whyte Yarcowie
41592,Wigley Flat
41593,Wilcherry
41594,Wild Dog Valley (SA)
41595,Wild Horse Plains
41596,Wilgena
41597,Willalo
41598,Willalooka
41599,Willamulka
41600,Willaston
41601,William Creek
41602,Williamstown (SA)
41603,Willippa
41604,Willochra
41605,Willoughby (SA)
41606,Willow Creek
41607,Willow Springs
41608,Willowie
41609,Willson River
41610,Willunga
41611,Willunga Hill
41612,Willunga South
41613,Willyaroo
41614,Wilmington
41615,Windsor (SA)
41616,Windsor Gardens
41617,Wingfield
41618,Winkie
41619,Winninowie
41620,Winulta
41621,Wirrabara
41622,Wirraminna
41623,Wirrega
41624,Wirrina Cove
41625,Wirrulla
41626,Wisanger
41627,Wistow
41628,Witera
41629,Wokurna
41630,Wolseley
41631,Wombats Rest
41632,Wongulla
41633,Wongyarra
41634,Wonna
41635,Wonuarra
41636,Woodchester
41637,Woodcroft (SA)
41638,Woodforde
41639,Woodlane
41640,Woodleigh (SA)
41641,Woods Point (SA)
41642,Woodside (SA)
41643,Woodville (SA)
41644,Woodville Gardens
41645,Woodville North
41646,Woodville Park
41647,Woodville South
41648,Woodville West
41649,Wool Bay
41650,Woolpunda
41651,Woolshed Flat (SA)
41652,Woolsheds
41653,Woolumbool
41654,Woolundunga
41655,Woomera
41656,Worlds End (SA)
41657,Worrolong
41658,Wrattonbully
41659,Wudinna
41660,Wunkar
41661,Wye
41662,Wynarka
41663,Wynn Vale
41664,Wyomi
41665,Yacka
41666,Yadlamalka
41667,Yahl
41668,Yalanda
41669,Yalata
41670,Yallunda Flat
41671,Yalpara
41672,Yamba (SA)
41673,Yanerbie
41674,Yaninee
41675,Yankalilla
41676,Yantanabie
41677,Yanyarrie
41678,Yardea
41679,Yarrah
41680,Yatala Vale
41681,Yatina
41682,Yattalunga (SA)
41683,Yeelanna
41684,Yellabinna
41685,Yelta (SA)
41686,Yinkanie
41687,Yongala
41688,Yorke Valley
41689,Yorketown
41690,Younghusband
41691,Younghusband Holdings
41692,Yumali
41693,Yumbarra
41694,Yundi
41695,Yunta
41696,Zadows Landing
49494,No usual address (SA)
49797,Migratory - Offshore - Shipping (SA)
50001,Abba River
50002,Abbey
50003,Acton Park (WA)
50004,Adamsvale
50005,Ajana
50006,Albany
50007,Aldersyde
50008,Alexander Heights
50009,Alexandra Bridge
50010,Alfred Cove
50011,Alkimos
50012,Allanooka
50013,Allanson
50014,Alma (WA)
50015,Ambania
50016,Ambergate
50017,Amelup
50018,Angelo River
50019,Anketell
50020,Anniebrook
50021,Antonymyre
50022,Applecross
50023,Ardath
50024,Ardross
50025,Argyle (WA)
50026,Armadale (WA)
50027,Arrino
50028,Arrowsmith
50029,Arrowsmith East
50030,Arthur River (WA)
50031,Ascot (WA)
50032,Ashby (WA)
50033,Ashendon
50034,Ashfield (WA)
50035,Attadale
50036,Atwell
50037,Aubin Grove
50038,Augusta
50039,Australind
50040,Aveley
50041,Avon Valley National Park
50042,Baandee
50043,Babakin
50044,Babbage Island
50045,Badgebup
50046,Badgerin Rock
50047,Badgin
50048,Badgingarra
50049,Badjaling
50050,Bailup
50051,Bakers Hill
50052,Balbarrup
50053,Balcatta
50054,Baldivis
50055,Balga
50056,Balingup
50057,Balkuling
50058,Balla Balla
50059,Balladong
50060,Balladonia
50061,Ballajura
50062,Ballaying
50063,Ballidu
50064,Bally Bally
50065,Bambun
50066,Bandy Creek
50067,Bandya
50068,Banjup
50069,Banksia Grove
50070,Banksiadale
50071,Bannister (WA)
50072,Barbalin
50073,Barberton
50074,Barrabup
50075,Barragup
50076,Barrow Island
50077,Baskerville
50078,Bassendean (WA)
50079,Bateman
50080,Baudin
50081,Baynton (WA)
50082,Bayonet Head
50083,Bayswater (WA)
50084,Beachlands
50085,Beacon
50086,Beaconsfield (WA)
50087,Beadell
50088,Beaufort River
50089,Beaumont (WA)
50090,Beckenham
50091,Bedford
50092,Bedfordale
50093,Beechboro
50094,Beechina
50095,Beedelup
50096,Beela
50097,Beelerup
50098,Beeliar
50099,Beenong
50100,Beermullah
50101,Bejoording
50102,Beldon
50103,Belhus
50104,Bellevue (WA)
50105,Belmont (WA)
50106,Bencubbin
50107,Benger
50108,Benjaberring
50109,Benjinup
50110,Bennett Springs
50111,Bentley (WA)
50112,Beresford
50113,Berkshire Valley
50114,Bernier Island
50115,Bertram
50116,Beverley (WA)
50117,Bibra Lake
50118,Bickley
50119,Bicton
50120,Biddelia
50121,Big Grove
50122,Bilbarin
50123,Bilingurr
50124,Bimbijy
50125,Bindi Bindi
50126,Bindoon
50127,Bindoon Training Area
50128,Binduli
50129,Binningup
50130,Binnu
50131,Birchmont
50132,Bluff Point
50133,Blythewood
50134,Boallia
50135,Bobalong
50136,Bodallin
50137,Boddington
50138,Boilup
50139,Bokal
50140,Bolgart
50141,Bonnie Rock
50142,Bonniefield
50143,Boodarie
50144,Boodarockin
50145,Bookara
50146,Boonanarring
50147,Boorabbin
50148,Booragoon
50149,Booralaming
50150,Boorara
50151,Boorara Brook
50152,Bootenal
50153,Boothendarra
50154,Boranup
50155,Borden
50156,Borderdale
50157,Bornholm
50158,Boscabel
50159,Boulder
50160,Boundain
50161,Bouvard
50162,Bovell
50163,Bow Bridge
50164,Bowelling
50165,Bowes
50166,Bowgada
50167,Boxwood Hill
50168,Boya
50169,Boyanup
50170,Boyatup
50171,Boyerine
50172,Boyup Brook
50173,Brabham
50174,Bramley
50175,Brazier
50176,Breera
50177,Bremer Bay
50178,Brentwood (WA)
50179,Breton Bay
50180,Bridgetown
50181,Brigadoon
50182,Bringo
50183,Broadwater (WA)
50184,Broadwood
50185,Brockman
50186,Broke (WA)
50187,Brookdale (WA)
50188,Brookhampton
50189,Brookton
50190,Broome
50191,Broomehill East
50192,Broomehill Village
50193,Broomehill West
50194,Brown Hill (WA)
50195,Brown Range
50196,Bruce Rock
50197,Brunswick (WA)
50198,Buckingham (WA)
50199,Buckland (WA)
50200,Bulgarra
50201,Bull Creek (WA)
50202,Bullabulling
50203,Bullaring
50204,Buller
50205,Bullfinch
50206,Bullock Hills
50207,Bullsbrook
50208,Bulong
50209,Bulyee
50210,Bunbury (WA)
50211,Bundanoon (WA)
50212,Buniche
50213,Bunjil
50214,Buntine
50215,Burakin
50216,Buraminya
50217,Burekup
50218,Burges
50219,Burlong
50220,Burma Road
50221,Burns Beach
50222,Burnside (WA)
50223,Burracoppin
50224,Burran Rock
50225,Burrup
50226,Burswood
50227,Bushmead
50228,Busselton
50229,Butler (WA)
50230,Byford
50231,Cable Beach
50232,Cadoux
50233,Caiguna
50234,Calingiri
50235,Calista
50236,Caljie
50237,Callcup
50238,Camballin
50239,Cambridge Gulf
50240,Camillo
50241,Cancanning
50242,Cane
50243,Canna
50244,Canning Mills
50245,Canning Vale
50246,Cannington
50247,Cape Arid
50248,Cape Burney
50249,Cape Le Grand
50250,Cape Range National Park
50251,Capel
50252,Capel River
50253,Capricorn
50254,Caraban
50255,Carabooda
50256,Carani
50257,Carbla
50258,Carbunup River
50259,Cardiff (WA)
50260,Cardup
50261,Carey Park
50262,Carine
50263,Carlisle
50264,Carlotta
50265,Carmel
50266,Carnamah
50267,Carnarvon
50268,Carrabin
50269,Carramar (WA)
50270,Carrolup
50271,Cartmeticup
50272,Cascade (WA)
50273,Castletown
