SA1_CODE_2021,UCL_CODE_2021
11903137440,101001
11903166715,101001
11903166716,101001
11903166717,101001
11903166718,101001
11904137701,101001
11904137702,101001
11904137703,101001
11904137704,101001
11904137705,101001
11904137706,101001
11904137707,101001
11904137708,101001
11904137709,101001
11904137710,101001
11904166832,101001
11904166833,101001
11904166834,101001
11904166901,101001
11904166902,101001
11904166903,101001
11904166904,101001
11904138002,101001
11904138003,101001
11904138004,101001
11904138005,101001
11904138006,101001
11904138007,101001
11904138008,101001
11904138009,101001
11902136727,101001
11902136728,101001
11902157301,101001
11902157302,101001
11902157303,101001
11902157304,101001
11902157305,101001
11902157306,101001
11902157307,101001
11902157308,101001
11903137208,101001
11903137209,101001
11903137210,101001
11903137211,101001
11903137212,101001
11903137213,101001
11903137214,101001
11902166209,101001
11902166210,101001
11902166211,101001
11902166212,101001
11902166213,101001
11902166214,101001
11902166215,101001
11901165723,101001
11901165724,101001
11901165725,101001
11901165726,101001
11901165727,101001
11901165728,101001
11901165801,101001
11902166226,101001
11902166227,101001
11902166228,101001
11902166229,101001
11902166230,101001
11902166231,101001
11902166232,101001
11902166233,101001
11902166234,101001
11903137215,101001
11903137217,101001
11903137219,101001
11903137220,101001
11903137221,101001
11903137222,101001
11903137223,101001
11903137224,101001
11903137225,101001
11902166216,101001
11902166217,101001
11902166218,101001
11902166219,101001
11901165802,101001
11901165803,101001
11901165804,101001
11901165805,101001
11901165806,101001
11901165807,101001
11901165808,101001
11902166235,101001
11902166236,101001
11902166237,101001
11902166238,101001
11902166239,101001
11902166240,101001
11902166241,101001
11903137226,101001
11903137227,101001
11903137228,101001
11902166220,101001
11902166221,101001
11902166222,101001
11902166223,101001
11902166224,101001
11902166225,101001
11901165809,101001
11901165810,101001
11901165811,101001
11901165812,101001
11901165813,101001
11901165814,101001
11901165815,101001
11902166242,101001
11902166243,101001
11902166244,101001
11902166301,101001
11902166302,101001
11903137229,101001
11903137230,101001
11903137231,101001
11903137232,101001
11903137233,101001
11901157130,101001
11901157131,101001
11901157132,101001
11901157133,101001
11901157134,101001
11901157135,101001
11901157136,101001
11901157137,101001
11901157138,101001
11901157139,101001
11901157140,101001
11901157141,101001
11901157142,101001
11901165816,101001
11901165817,101001
11901165818,101001
11901165819,101001
11901165820,101001
11901165821,101001
11901165822,101001
11901165823,101001
11902166303,101001
11902166304,101001
11902166305,101001
11902166306,101001
11902157309,101001
11902157310,101001
11902157311,101001
11902157312,101001
11902157313,101001
11902157314,101001
11902157315,101001
11902157316,101001
11902157317,101001
11902157318,101001
11902157319,101001
11901157143,101001
11901157144,101001
11901157145,101001
11901157201,101001
11901157202,101001
11901157203,101001
11901157204,101001
11901157205,101001
11901157206,101001
11901157207,101001
11901157208,101001
11901157209,101001
11901157210,101001
11901165824,101001
11901165825,101001
11901165826,101001
11901165827,101001
11901165828,101001
11901165829,101001
11901165830,101001
11901165831,101001
11901165832,101001
11902166307,101001
11902166308,101001
11902166309,101001
11902166310,101001
11902166311,101001
11902157320,101001
11902157321,101001
11902157322,101001
11902157323,101001
11902157324,101001
11902157325,101001
11902157326,101001
11902157327,101001
11902157328,101001
11902157329,101001
11902157330,101001
11901157211,101001
11901157212,101001
11901157213,101001
11901157214,101001
11901157215,101001
11901157216,101001
11901157217,101001
11901157218,101001
11901157219,101001
11901165833,101001
11902136201,101001
11902136202,101001
11902136203,101001
11902136204,101001
11902136206,101001
11902136207,101001
11902136208,101001
11902136209,101001
11902136210,101001
11902136212,101001
11902136213,101001
11902166312,101001
11902166313,101001
11902166314,101001
11903137001,101001
11903137002,101001
11903137003,101001
11903137004,101001
11903137005,101001
11903137006,101001
11903137007,101001
11903137008,101001
11902157331,101001
11902157401,101001
11902157402,101001
11902157403,101001
11902157404,101001
11902157405,101001
11902157406,101001
11902157407,101001
11902157408,101001
11902157409,101001
11901157220,101001
11901157221,101001
11901157222,101001
11901157223,101001
11901157224,101001
11901157225,101001
11901157226,101001
11901157227,101001
11901157228,101001
11901157229,101001
11901157230,101001
11901157231,101001
11902136214,101001
11902136215,101001
11902136216,101001
11902136217,101001
11902136218,101001
11902136219,101001
11902136220,101001
11902136221,101001
11902136222,101001
11902136223,101001
11902136224,101001
11903137009,101001
11903137010,101001
11903137011,101001
11903137012,101001
11903137013,101001
11903137014,101001
11903137015,101001
11903137016,101001
11903137017,101001
11903137018,101001
11902157410,101001
11902157411,101001
11902157412,101001
11902157413,101001
11902157414,101001
11902157415,101001
11902157416,101001
11902157417,101001
11902157418,101001
11902157419,101001
11901157232,101001
11901157233,101001
11901157234,101001
11901157235,101001
11901157236,101001
11901157237,101001
