DZN_CODE_2021,AREA_ALBERS_SQKM,SA2_CODE_2021
114893726,0.1288,125041489
114893727,0.7659,125041489
114893728,0.4776,125041489
114893729,0.1446,125041489
114893730,0.6605,125041489
114893731,0.2277,125041489
114893732,0.8549,125041489
114893733,2.1865,125041489
114900001,1.3795,125041490
114903707,1.1334,125041490
114903708,1.2003,125041490
114903709,1.663,125041490
114910001,0.5391,125041491
114913683,0.4828,125041491
114913684,0.2665,125041491
114913685,0.6511,125041491
114913686,0.1483,125041491
114913687,0.6776,125041491
114913688,0.5521,125041491
114913689,0.1863,125041491
114913690,1.2572,125041491
114913691,0.6425,125041491
114913692,0.5296,125041491
114933639,0.5572,125041493
114933640,0.8273,125041493
114933641,0.5682,125041493
114933642,1.169,125041493
114933643,0.7003,125041493
114933644,1.1237,125041493
114933645,1.1716,125041493
114933646,0.6627,125041493
114933647,0.6995,125041493
114940001,1.0257,125041494
114940002,1.0454,125041494
114943625,1.6087,125041494
114943626,0.6681,125041494
114960001,0.77,126011496
114960002,0.8533,126011496
114963422,1.6443,126011496
114963423,1.2186,126011496
114963424,0.9457,126011496
114963425,3.2928,126011496
114963426,1.3796,126011496
114963427,0.7768,126011496
114963428,0.9305,126011496
114963429,1.482,126011496
114980001,0.4056,126021498
114980002,0.4154,126021498
114983588,0.5247,126021498
114983589,0.941,126021498
114983590,0.4875,126021498
114983591,0.5535,126021498
114983592,0.811,126021498
114983593,0.5775,126021498
114993607,0.7342,126021499
114993608,0.5195,126021499
114993609,0.6734,126021499
114993610,0.9006,126021499
114993611,1.3235,126021499
115000001,0.3913,126021500
115000002,1.9225,126021500
115003511,0.9455,126021500
115003512,0.2073,126021500
115003513,0.2777,126021500
115003514,0.2234,126021500
115003515,0.2659,126021500
115003516,0.2533,126021500
115003518,0.4936,126021500
115003520,0.2168,126021500
115003522,0.7176,126021500
115003524,1.4803,126021500
115003525,0.2316,126021500
115003526,0.8838,126021500
115003527,0.1595,126021500
115003528,0.7537,126021500
115003529,0.8552,126021500
115003530,0.1329,126021500
115003531,0.2599,126021500
115013569,0.8653,126021501
115013570,1.292,126021501
115013571,1.1291,126021501
115013572,0.8844,126021501
115013573,0.9838,126021501
115013574,0.4245,126021501
115013575,0.644,126021501
115030001,0.2245,126021503
115030002,0.1027,126021503
115033490,1.2542,126021503
115033491,0.583,126021503
115033492,0.3928,126021503
115033493,0.1821,126021503
115033494,0.5012,126021503
115033495,0.4085,126021503
115033496,0.3109,126021503
115033497,0.8324,126021503
115044190,1.2705,127011504
115044191,0.8992,127011504
115044192,1.1539,127011504
115044193,2.1394,127011504
115050001,14.2997,127011505
115050002,3.2443,127011505
115054105,39.6521,127011505
115054106,7.2074,127011505
115054107,5.8147,127011505
115054108,7.3311,127011505
115054109,3.5837,127011505
115054110,10.1355,127011505
115054112,10.6024,127011505
115054114,3.5203,127011505
115054115,5.3238,127011505
115094271,1.5055,127021509
115094272,1.1969,127021509
115094273,0.8537,127021509
115094274,0.9568,127021509
115094275,0.6758,127021509
115104225,3.8892,127021510
115104226,0.8946,127021510
115104227,0.8309,127021510
115104228,1.0855,127021510
115104229,2.8145,127021510
115110001,0.7031,127021511
115110002,0.9237,127021511
115114406,2.0975,127021511
115114408,0.7632,127021511
115114409,0.7957,127021511
115114410,0.6206,127021511
115114411,0.4619,127021511
115114412,0.3141,127021511
115114413,0.1603,127021511
115114414,0.4859,127021511
115114415,0.2704,127021511
115124355,1.3903,127021512
115124356,1.4293,127021512
115124357,0.6955,127021512
115124358,0.9424,127021512
115124359,0.8854,127021512
115130001,0.5253,127021513
115130002,0.9767,127021513
115130003,0.5909,127021513
115130004,0.4143,127021513
115134372,0.93,127021513
115134373,0.6392,127021513
115134375,1.3397,127021513
115144257,1.5552,127021514
115144258,1.5403,127021514
115154389,0.9805,127021515
115154390,1.0702,127021515
115154391,0.5417,127021515
115154392,0.3895,127021515
115154393,1.2485,127021515
115164338,0.7766,127021516
115164339,0.746,127021516
115164340,1.0886,127021516
115164341,1.0272,127021516
115164342,1.0531,127021516
115174288,1.5028,127021517
115174289,1.4313,127021517
115174290,0.7026,127021517
115184206,10.4642,127021518
115184207,6.5433,127021518
115184208,5.2865,127021518
115184209,10.1725,127021518
115184210,10.7207,127021518
115184211,4.3592,127021518
115184212,8.7309,127021518
115194303,0.665,127021519
115194304,1.041,127021519
115194305,1.4377,127021519
115194306,0.7031,127021519
115194307,0.8795,127021519
115194308,0.7684,127021519
115194309,1.1176,127021519
115204322,1.2784,127021520
115204323,0.7035,127021520
115204324,0.6627,127021520
115204325,0.9665,127021520
115214244,1.2401,127021521
115214245,1.628,127021521
115214246,1.2091,127021521
115214247,2.8535,127021521
115214248,1.626,127021521
115224477,0.5809,127031522
115224478,2.2824,127031522
115224479,1.1977,127031522
115224480,0.8586,127031522
115224481,0.9931,127031522
115224482,1.1593,127031522
115234495,2.7092,127031523
115234496,0.7363,127031523
115234497,0.7578,127031523
115234498,0.5875,127031523
115234499,0.8878,127031523
115234500,0.9268,127031523
115234501,0.3034,127031523
115234502,0.9736,127031523
115234503,1.1874,127031523
115234504,2.4027,127031523
115234505,0.7178,127031523
115234506,2.2999,127031523
115244519,58.317,127031524
115244520,1.9485,127031524
115244521,5.1585,127031524
115244522,2.3946,127031524
115244523,1.7302,127031524
115244524,1.2451,127031524
115244525,1.8176,127031524
115244526,1.0886,127031524
115294681,1.2135,128011529
115294682,1.3041,128011529
115294683,1.2732,128011529
115294684,0.8243,128011529
115294685,1.1827,128011529
115304698,1.1081,128011530
115304699,0.81,128011530
115304700,0.7822,128011530
115304701,0.6385,128011530
115304702,0.8512,128011530
115304703,0.8144,128011530
115304704,0.9924,128011530
115314662,1.1713,128011531
115314663,0.6495,128011531
115314664,1.1584,128011531
115314665,0.6295,128011531
115314666,1.2452,128011531
115314667,0.5779,128011531
115314668,0.6277,128011531
115334594,17.4239,128021533
115334595,9.3921,128021533
115334596,0.8002,128021533
115344559,2.7377,128021534
115344560,2.068,128021534
115344561,2.4921,128021534
115354539,12.3533,128021535
115354540,3.3355,128021535
115354541,2.9746,128021535
115354542,2.6059,128021535
115354543,1.0475,128021535
115354544,1.6843,128021535
115354545,7.9965,128021535
115354546,1.407,128021535
115364609,0.7096,128021536
115364610,0.8695,128021536
115364611,1.4514,128021536
115364612,1.4356,128021536
115364613,0.8901,128021536
115364614,2.0282,128021536
115364615,1.5209,128021536
115374648,93.0676,128021537
115374649,46.266,128021537
115380001,0.465,128021538
115380002,0.4277,128021538
115384628,0.5696,128021538
115384629,0.4866,128021538
115384630,1.4053,128021538
115384632,2.2415,128021538
115384633,0.6137,128021538
115384634,0.906,128021538
115384635,0.6396,128021538
115390002,26.2392,101051539
115390003,12.4037,101051539
115390004,14.2034,101051539
115390005,11.9402,101051539
115400001,1141.7518,101051540
115400002,1712.259,101051540
115400003,1201.2425,101051540
115400004,2903.3327,101051540
115400005,4.9173,101051540
115400006,202.4731,101051540
115400007,1869.1458,101051540
115410001,7.5605,101061541
115410002,92.1736,101061541
115420001,1869.7567,101061542
115420002,692.2686,101061542
115420003,1432.9832,101061542
115420004,789.5368,101061542
115420005,1.4227,101061542
115420006,300.2922,101061542
115420007,135.3678,101061542
115420008,458.9416,101061542
115430001,494.2692,101061543
115430002,11.4838,101061543
115440001,2986.6134,101061544
115440002,942.5699,101061544
115440003,1918.921,101061544
115440004,1.7043,101061544
115450001,5.9059,107011545
115450002,2.4145,107011545
115450003,1.4417,107011545
115450004,0.8668,107011545
115450005,1.9018,107011545
115460001,1.2787,107011546
115460002,0.3994,107011546
115460003,1.6363,107011546
115460004,1.8448,107011546
115460005,1.8116,107011546
115470001,3.2171,107011547
115470002,2.3712,107011547
115480001,1.9231,107041548
115480002,0.7743,107041548
115480003,1.0034,107041548
115480004,0.849,107041548
115480005,0.9541,107041548
115490001,0.9635,107041549
115490002,0.368,107041549
115490003,0.6305,107041549
115490004,1.4061,107041549
115490005,1.4995,107041549
115490006,0.7916,107041549
115500001,1.3086,112031550
115500002,5.1682,112031550
115500003,2.9656,112031550
115510001,29.0247,112031551
115520001,4.5306,112031552
115520002,3.9256,112031552
115530001,0.8481,115011553
115530002,1.4985,115011553
115530003,0.9774,115011553
115530004,0.6997,115011553
115530005,0.1275,115011553
115540001,0.7977,115011554
115540002,0.4777,115011554
115540003,0.7966,115011554
115550001,1.6604,115011555
115550002,1.229,115011555
115550003,2.1188,115011555
115550004,1.2174,115011555
115550005,0.4414,115011555
115550006,0.1479,115011555
115560001,0.725,115011556
115560002,1.3812,115011556
115560003,0.848,115011556
115560004,0.9522,115011556
115560005,0.2213,115011556
115570001,0.7922,115011557
115570002,0.8441,115011557
115580001,0.7492,115011558
115580002,1.0458,115011558
115580003,1.0727,115011558
115580004,2.7292,115011558
115580005,0.8373,115011558
115580006,1.5575,115011558
115580007,0.1479,115011558
115580008,0.1118,115011558
115600001,0.686,116011560
115600002,0.8689,116011560
115600003,0.9506,116011560
115600004,0.8539,116011560
115610001,0.7939,116011561
115610002,0.6494,116011561
115610003,1.0504,116011561
115610004,1.9544,116011561
115610005,0.2272,116011561
115620001,0.9466,116021562
115630001,0.8272,116021563
115630002,0.8831,116021563
115630003,0.8284,116021563
115630004,1.1624,116021563
115630005,0.9904,116021563
115630006,0.6654,116021563
115630007,0.949,116021563
115630008,0.9489,116021563
115630009,0.5126,116021563
115640001,0.3926,118021564
115640002,1.1567,118021564
115640003,0.4213,118021564
115640004,0.2261,118021564
115640005,0.2951,118021564
115640006,0.1505,118021564
115650001,0.3548,118021565
115650002,0.5291,118021565
115650003,0.1635,118021565
115650004,0.267,118021565
115650005,0.2746,118021565
115650006,0.4251,118021565
115660001,0.4852,118021566
115660002,0.5984,118021566
115660003,0.3896,118021566
115660004,0.338,118021566
115670001,0.6232,118021567
115670002,0.383,118021567
115670003,0.5508,118021567
115670004,0.508,118021567
115680001,0.8521,118021568
115680002,0.2313,118021568
115680003,0.3156,118021568
115680004,0.6474,118021568
115690001,0.1677,118021569
115690002,0.4016,118021569
115690003,0.4325,118021569
115690004,0.2859,118021569
115690005,0.3339,118021569
115690006,0.314,118021569
115700001,0.427,118021570
115700002,0.2437,118021570
115700003,0.4272,118021570
115700004,0.8728,118021570
115700005,0.6927,118021570
115700006,0.3822,118021570
115700007,0.3269,118021570
115710001,0.9802,119011571
115710002,0.4013,119011571
115710003,0.3416,119011571
115710004,0.1801,119011571
115710005,0.8373,119011571
115720001,0.6823,119011572
115720002,0.5808,119011572
115720003,0.8044,119011572
115720004,0.8197,119011572
115720005,0.7151,119011572
115720006,0.5079,119011572
115720007,0.313,119011572
115730001,0.4471,119021573
115730002,0.5152,119021573
115730003,0.2946,119021573
115730004,0.4143,119021573
115730005,0.2562,119021573
115730006,0.2592,119021573
115740001,0.5452,119021574
115740002,0.8481,119021574
115760001,1.6202,120031576
115760002,0.891,120031576
115770001,0.4585,121021577
115770002,0.6822,121021577
115770003,0.2828,121021577
115770004,0.3387,121021577
115770005,0.1246,121021577
115770006,0.2812,121021577
115770007,0.4008,121021577
115780001,3.2658,121021578
115780002,1.3673,121021578
115780003,0.2249,121021578
115780004,0.6898,121021578
115780005,0.738,121021578
115790001,0.7257,121021579
115790002,0.8507,121021579
115790003,0.536,121021579
115800001,1.2877,124051580
115800002,1.7745,124051580
115800003,1.5899,124051580
115810001,1.5304,124051581
115810002,0.7821,124051581
115810003,1.7756,124051581
115810004,2.4338,124051581
115810005,1.3449,124051581
115810006,2.6139,124051581
115810007,1.2568,124051581
115810008,0.6963,124051581
115810009,0.4308,124051581
115820001,0.6504,125011582
115820002,0.4098,125011582
115820003,0.2739,125011582
115820004,0.7341,125011582
115820005,0.6752,125011582
115820006,0.7985,125011582
115820007,0.1907,125011582
115830001,0.2657,125011583
115830002,0.331,125011583
115830003,0.3962,125011583
115830004,0.719,125011583
115830005,0.3847,125011583
115840001,0.5792,125011584
115840002,0.9119,125011584
115840003,0.9402,125011584
115850001,0.7247,125011585
115850002,1.3618,125011585
115860001,0.6584,125011586
115860002,0.7612,125011586
115860003,0.3457,125011586
115860004,0.6163,125011586
115860005,0.8229,125011586
115860006,0.8995,125011586
115860007,1.2698,125011586
115860008,0.5914,125011586
115860009,0.4384,125011586
115870001,0.5832,125011587
115870002,0.4343,125011587
115870003,1.015,125011587
115880001,0.8848,125041588
115880002,0.7712,125041588
115880003,0.3571,125041588
115880004,0.7543,125041588
115880005,1.1094,125041588
115880006,0.5847,125041588
115890001,1.1845,125041589
115890002,1.4247,125041589
115890003,0.3235,125041589
115890004,0.25,125041589
115890005,0.7528,125041589
115900001,0.6455,126021590
115900002,0.8739,126021590
115920001,17.5774,127011592
115930001,1.4672,127011593
115930002,2.2806,127011593
115940001,0.8273,127011594
115940002,1.5317,127011594
115940003,0.8555,127011594
115950001,0.7137,127011595
115950002,0.6188,127011595
115950003,1.9029,127011595
115950004,1.9896,127011595
115960001,0.7026,127011596
115960002,0.9687,127011596
115960003,0.881,127011596
115960004,0.8227,127011596
115960005,0.7515,127011596
115970001,2.9752,127011597
115970002,3.1469,127011597
115970003,2.3202,127011597
115970004,0.8204,127011597
115990001,0.9873,127031599
115990002,0.791,127031599
115990003,0.7255,127031599
115990004,0.9627,127031599
116010001,0.96,127031601
116010002,0.4894,127031601
116010003,1.3903,127031601
116010004,1.586,127031601
116010005,0.1537,127031601
116010006,0.0707,127031601
116020001,1.0344,128011602
116020002,0.812,128011602
116020003,0.6696,128011602
116020004,0.5445,128011602
116020005,0.6559,128011602
116020006,0.2795,128011602
116030001,0.9024,128011603
116030002,1.2031,128011603
116030003,1.0475,128011603
116030004,0.9169,128011603
116040001,0.3948,128011604
116040002,0.5618,128011604
116040003,0.8116,128011604
116040004,0.9414,128011604
116040005,1.1786,128011604
116040006,0.2931,128011604
116040007,10.1444,128011604
116040008,0.7894,128011604
116040009,0.4409,128011604
116040010,9.5305,128011604
116050001,0.685,128011605
116050002,0.5856,128011605
116060001,1.3675,128011606
116060002,0.8581,128011606
116060003,1.1026,128011606
116070001,1.6574,128021607
116070002,1.1796,128021607
116070003,3.3379,128021607
116070004,0.8833,128021607
116070005,1.8956,128021607
116080001,2.3211,128021608
116080002,1.5225,128021608
116090001,3.1374,128021609
116100001,6.9164,101021610
116110001,558.5825,101021611
116110002,5.0679,101021611
116110003,183.1674,101021611
116110004,586.7943,101021611
116110005,594.3784,101021611
116110006,1119.7152,101021611
116120001,28.6503,103011612
116120002,3.6966,103011612
116120003,3.6151,103011612
116120004,1.5174,103011612
116130001,7.7054,103011613
116130002,74.3198,103011613
116140001,12.9374,106021614
116140002,1.3508,106021614
116140003,1.7893,106021614
116140004,2.0502,106021614
116140005,1.4714,106021614
116140006,1.1173,106021614
116140007,0.9598,106021614
116150001,21.9023,106021615
116150002,12.7296,106021615
116150003,1.1942,106021615
116150004,1.1879,106021615
116150005,2.3945,106021615
116150006,96.7241,106021615
116160001,14.5748,106021616
116160002,22.8189,106021616
116160003,1.9091,106021616
116170001,3.5606,106021617
116170002,6.5489,106021617
116170003,2.1628,106021617
116170004,5.0095,106021617
116180001,41.1231,106021618
116180002,5.3632,106021618
116180003,8.2122,106021618
116180004,8.3979,106021618
116190001,5.9325,108041619
116190002,1.1609,108041619
116200001,34.9946,108041620
116210001,0.9122,115011621
116210002,1.7486,115011621
116210003,0.853,115011621
116210004,1.1669,115011621
116210005,1.0568,115011621
116220001,3.1852,115011622
116220002,1.8093,115011622
116230001,12.4764,115041623
116230002,6.8221,115041623
116230003,1.7721,115041623
116240001,4.3197,115041624
116240002,0.8889,115041624
116240003,2.7953,115041624
116250001,2.6409,115041625
116250002,0.6219,115041625
116250003,0.7738,115041625
116250004,0.7271,115041625
116250005,0.691,115041625
116250006,0.6415,115041625
116250007,0.8458,115041625
116250008,1.7042,115041625
116260001,1.8091,116011626
116260002,0.9246,116011626
116260003,1.3515,116011626
116260004,0.8229,116011626
116260005,1.8752,116011626
116260006,0.8018,116011626
116270001,1.6017,116011627
116270002,1.6389,116011627
116280001,0.4778,116021628
116280002,1.0511,116021628
116280003,2.2022,116021628
116280004,0.9909,116021628
116280005,0.3997,116021628
116280006,0.7907,116021628
116290001,16.9662,116021629
116290002,4.9099,116021629
116290003,3.1645,116021629
116300001,1.8559,116021630
116300002,1.7234,116021630
116300003,1.5351,116021630
116300004,4.2066,116021630
116300005,14.1345,116021630
116300006,0.9329,116021630
116300007,1.4959,116021630
116300008,1.0919,116021630
116300009,5.1894,116021630
116310001,8.1356,116021631
116310002,2.4143,116021631
116320001,2.7971,116021632
116320002,4.8384,116021632
116320003,4.0283,116021632
116330001,0.7068,116021633
116330002,0.3991,116021633
116330003,0.9519,116021633
116330004,1.0392,116021633
116330005,0.8038,116021633
116340001,1.9415,117011634
116340002,0.3837,117011634
116340003,0.328,117011634
116340004,0.4617,117011634
116350001,0.7382,117011635
116350002,0.4554,117011635
116350003,0.2991,117011635
116350004,0.3063,117011635
116350005,0.584,117011635
116350006,0.2001,117011635
116350007,0.467,117011635
116360001,0.4567,117021636
116360002,0.1797,117021636
116360003,0.806,117021636
116360004,0.361,117021636
116360005,0.3399,117021636
116360006,0.3887,117021636
116360007,0.2879,117021636
116370001,0.2035,117021637
116370002,0.3248,117021637
116370003,0.1494,117021637
116370004,0.1746,117021637
116370005,0.2677,117021637
116370006,0.37,117021637
116370007,0.6298,117021637
116370008,0.2733,117021637
116370009,0.3326,117021637
116370010,0.2672,117021637
116380001,0.1893,117031638
116380002,0.0676,117031638
116380003,0.0471,117031638
116380004,0.2185,117031638
116380005,0.244,117031638
116380006,0.678,117031638
116380007,0.1645,117031638
116380008,0.1016,117031638
116390001,0.0766,117031639
116390002,0.0991,117031639
116390003,0.1875,117031639
116390004,0.0681,117031639
116390005,0.0329,117031639
116400001,0.2685,117031640
116400002,0.1895,117031640
116400003,0.3286,117031640
116400004,0.1125,117031640
116400005,0.197,117031640
116400006,0.1649,117031640
116400007,0.127,117031640
116400008,0.1827,117031640
116410001,0.1266,117031641
116410002,0.1712,117031641
116410003,0.0263,117031641
116410004,0.0358,117031641
116410005,0.1905,117031641
116410006,0.3795,117031641
116420001,0.23,117031642
116420002,0.3413,117031642
116420003,0.0426,117031642
116420004,0.1433,117031642
116420005,0.1263,117031642
116420006,0.0516,117031642
116420007,0.1006,117031642
116420008,0.0918,117031642
116420009,0.0583,117031642
116420010,0.1986,117031642
116420011,0.1837,117031642
116420012,0.0485,117031642
116420013,0.0823,117031642
116430001,0.2049,117031643
116430002,0.3096,117031643
116430003,0.2098,117031643
116430004,0.2601,117031643
116430005,0.3088,117031643
116430006,0.1761,117031643
116430007,0.173,117031643
116440001,0.0232,117031644
116440002,0.0166,117031644
116440003,0.1939,117031644
116440004,0.0669,117031644
116440005,0.0268,117031644
116440006,0.033,117031644
116440007,0.0418,117031644
116440008,0.0254,117031644
116440009,0.0305,117031644
116440010,0.0128,117031644
116440011,0.0206,117031644
116440012,0.0206,117031644
116440013,0.0264,117031644
116440014,0.0409,117031644
116440015,0.0317,117031644
116440016,0.1185,117031644
116440017,0.0278,117031644
116440018,0.016,117031644
116440019,0.0206,117031644
116440020,0.024,117031644
116440021,0.0127,117031644
116440022,0.01,117031644
116440023,0.0273,117031644
116440024,0.012,117031644
116440025,0.0322,117031644
116440026,0.0291,117031644
116440027,0.0127,117031644
116440028,0.0131,117031644
116440029,0.0141,117031644
116440030,0.4324,117031644
116440031,0.0479,117031644
116440032,0.0371,117031644
116440033,0.0128,117031644
116440034,0.0076,117031644
116440035,0.0195,117031644
116440036,0.0146,117031644
116440037,0.0072,117031644
116440038,0.0064,117031644
116440039,0.0064,117031644
116440040,0.0116,117031644
116440041,0.0223,117031644
116440042,0.0061,117031644
116440043,0.0139,117031644
116440044,0.0134,117031644
116440045,0.013,117031644
116440046,0.0168,117031644
116440047,0.0128,117031644
116440048,0.0153,117031644
116440049,0.0414,117031644
116440050,0.0171,117031644
116440051,0.011,117031644
116440052,0.0124,117031644
116440053,0.0302,117031644
116440054,0.0217,117031644
116440055,0.0241,117031644
116440056,0.0108,117031644
116440057,0.0096,117031644
116440058,0.0141,117031644
116440059,0.0689,117031644
116440060,0.1438,117031644
116440061,0.0145,117031644
116440062,0.0165,117031644
116440063,0.02,117031644
116440064,0.0142,117031644
116440065,0.0082,117031644
116440066,0.0078,117031644
116440067,0.0075,117031644
116440068,0.0109,117031644
116440069,0.0241,117031644
116440070,0.0193,117031644
116440071,0.0108,117031644
116440072,0.0095,117031644
116440073,0.0142,117031644
116440074,0.0426,117031644
116440075,0.0224,117031644
116440076,0.0151,117031644
116440077,0.0169,117031644
116440078,0.0171,117031644
116440079,0.0268,117031644
116440080,0.0238,117031644
116440081,0.0121,117031644
116440082,0.0119,117031644
116440083,0.0128,117031644
116440084,0.0284,117031644
116440085,0.0189,117031644
116440086,0.0125,117031644
116440087,0.0155,117031644
116440088,0.012,117031644
116440089,0.0281,117031644
116440090,0.0288,117031644
116440091,0.0192,117031644
116440092,0.0203,117031644
116440093,0.1872,117031644
116440094,0.0159,117031644
116440095,0.0139,117031644
116440096,0.0267,117031644
116440097,0.0161,117031644
116440098,0.0145,117031644
116440099,0.01,117031644
116440100,0.1934,117031644
116440101,0.0643,117031644
116440102,0.0041,117031644
116450001,0.0706,117031645
116450002,0.0224,117031645
116450003,0.04,117031645
116450004,0.1508,117031645
116450005,0.023,117031645
116450006,0.0208,117031645
116450007,0.0228,117031645
116450008,0.0114,117031645
116450009,0.0052,117031645
116450010,0.0153,117031645
116450011,0.0218,117031645
116450012,0.0158,117031645
116450013,0.0197,117031645
116450014,0.0197,117031645
116450015,0.0262,117031645
116450016,0.0164,117031645
116450017,0.0108,117031645
116450018,0.0136,117031645
116450019,0.0158,117031645
116450020,0.0102,117031645
116450021,0.0531,117031645
116450022,0.0144,117031645
116450023,0.0085,117031645
116450024,0.0059,117031645
116450025,0.0141,117031645
116450026,0.0228,117031645
116450027,0.0181,117031645
116450028,0.0202,117031645
116450029,0.0118,117031645
116450030,0.0632,117031645
116450031,0.0198,117031645
116450032,0.0378,117031645
116450033,0.0062,117031645
116450034,0.0062,117031645
116450035,0.005,117031645
116450036,0.0102,117031645
116450037,0.0081,117031645
116450038,0.0221,117031645
116450039,0.0069,117031645
116450040,0.0264,117031645
116450041,0.0145,117031645
116450042,0.1334,117031645
116460001,0.2191,117031646
116460002,0.1281,117031646
116460003,0.1868,117031646
116460004,0.0248,117031646
116470001,0.1921,117031647
116470002,0.1417,117031647
116470003,0.1519,117031647
116470004,0.0866,117031647
116470005,0.1949,117031647
116470006,0.2382,117031647
116470007,0.1285,117031647
116480001,0.2295,117031648
116480002,0.2329,117031648
116480003,0.1023,117031648
116480004,0.0967,117031648
116480005,0.1433,117031648
116490001,0.2146,118011649
116490002,0.3202,118011649
116490003,0.4671,118011649
116490004,0.249,118011649
116490005,0.4219,118011649
116490006,0.5006,118011649
116490007,0.6117,118011649
116490008,0.3705,118011649
116500001,0.1844,118011650
116500002,0.1212,118011650
116500003,0.1587,118011650
116500004,0.2453,118011650
116500005,0.1069,118011650
116500006,0.1475,118011650
116500007,0.1022,118011650
116500008,0.2514,118011650
116500009,0.2415,118011650
116510001,0.3076,118021651
116510002,0.3305,118021651
116510003,0.4193,118021651
116510004,0.43,118021651
116510005,0.4634,118021651
116510006,0.5412,118021651
116510007,0.2114,118021651
116520001,3.4783,118021652
116520002,1.3596,118021652
116520003,0.7216,118021652
116520004,0.4226,118021652
116520005,2.4294,118021652
116530001,1.3392,118021653
116530002,0.4546,118021653
116530003,0.6883,118021653
116530004,0.4056,118021653
116530005,0.5261,118021653
116540001,0.8099,118021654
116540002,0.3223,118021654
116550001,1.0401,119011655
116550002,0.7521,119011655
116550003,1.169,119011655
116550004,1.119,119011655
116560001,0.7369,119011656
116560002,0.5358,119011656
116560003,0.6435,119011656
116560004,0.9855,119011656
116570001,0.4611,119011657
116570002,2.7278,119011657
116570003,0.769,119011657
116570004,2.1683,119011657
116570005,1.4387,119011657
116580001,0.4708,119011658
116580002,3.4083,119011658
116580003,1.1797,119011658
116580004,0.91,119011658
116580005,0.5637,119011658
116580006,0.2934,119011658
116590001,0.3592,119021659
116590002,0.2138,119021659
116590003,0.5755,119021659
116590004,0.4187,119021659
116600001,0.4861,119021660
116600002,0.6339,119021660
116610001,0.2894,119021661
116610002,0.9098,119021661
116610003,0.8914,119021661
116620001,0.6392,119021662
116620002,1.1335,119021662
116620003,1.6457,119021662
116620004,1.1873,119021662
116620005,0.984,119021662
116630001,0.3947,119021663
116630002,1.2236,119021663
116630003,0.9936,119021663
116640001,0.178,119031664
116640002,0.3421,119031664
116640003,0.7063,119031664
116650001,0.6767,119031665
116650002,0.6752,119031665
116650003,0.6182,119031665
116650004,0.4436,119031665
116660001,1.4149,119031666
116660002,0.7955,119031666
116660003,1.0151,119031666
116660004,0.3587,119031666
116660005,0.86,119031666
116670001,0.3961,119031667
116670002,0.5283,119031667
116670003,0.7478,119031667
116680001,0.2525,119041668
116680002,0.7878,119041668
116680003,1.3892,119041668
116680004,0.2462,119041668
116680005,0.2493,119041668
116680006,0.3016,119041668
116680007,0.4062,119041668
116680008,0.1647,119041668
116680009,0.5155,119041668
116690001,0.5886,119041669
116690002,0.9719,119041669
116690003,0.6628,119041669
116690004,0.3774,119041669
116700001,0.3885,119041670
116700002,0.471,119041670
116700003,0.5691,119041670
116700004,0.3888,119041670
116700005,0.3932,119041670
116700006,0.4665,119041670
116710001,0.3159,119041671
116710002,0.2029,119041671
116710003,0.1607,119041671
116720001,0.4156,120011672
116720002,0.4291,120011672
116720003,0.5968,120011672
116720004,0.6428,120011672
116720005,0.5024,120011672
116720006,0.2282,120011672
116720007,0.4857,120011672
116720008,0.7963,120011672
116730001,0.3186,120011673
116730002,0.2221,120011673
116730003,0.1881,120011673
116730004,0.1134,120011673
116730005,0.1638,120011673
116740001,0.5379,120021674
116740002,0.438,120021674
116740003,0.5126,120021674
116750001,0.6391,120021675
116750002,0.3667,120021675
116750003,0.3561,120021675
116750004,0.2116,120021675
116750005,0.2847,120021675
116750006,0.5242,120021675
116750007,0.6014,120021675
116760001,0.4699,120031676
116760002,0.6014,120031676
116760003,0.4896,120031676
116770001,0.4561,120031677
116770002,0.6116,120031677
116770003,0.5322,120031677
116770004,0.5092,120031677
116780001,0.2475,120031678
116780002,0.2511,120031678
116780003,0.1951,120031678
116780004,0.4216,120031678
116780005,0.2649,120031678
116780006,0.5248,120031678
116790001,0.158,120031679
116790002,0.1355,120031679
116790003,0.4377,120031679
116790004,0.333,120031679
116790005,0.2189,120031679
116790006,0.3255,120031679
116790007,0.5682,120031679
116790008,0.4109,120031679
116800001,0.4816,120031680
116800002,0.0708,120031680
116800003,0.2628,120031680
116800004,0.5823,120031680
116800005,0.2499,120031680
116800006,0.2357,120031680
116800007,0.4943,120031680
116800008,0.164,120031680
116810001,0.5471,120031681
116810002,0.9181,120031681
116810003,0.5196,120031681
116810004,0.903,120031681
116810005,0.4477,120031681
116810006,0.5746,120031681
116820001,0.4259,121011682
116820002,0.2954,121011682
116820003,0.937,121011682
116830001,1.1441,121011683
116830002,0.7227,121011683
116830003,1.4504,121011683
116830004,0.6144,121011683
116830005,1.4103,121011683
116830006,2.3428,121011683
116840001,0.575,121011684
116840002,0.7295,121011684
116840003,0.1651,121011684
116840004,0.2049,121011684
116840005,0.1951,121011684
116840006,0.495,121011684
116840007,0.6516,121011684
116840008,0.3931,121011684
116850001,0.684,121011685
116850002,0.9933,121011685
116850003,0.382,121011685
116850004,1.3719,121011685
116850005,0.7855,121011685
116850006,0.3704,121011685
116860001,0.6745,121011686
116860002,0.6376,121011686
116860003,0.6917,121011686
116860004,0.8705,121011686
116860005,0.9139,121011686
116860006,0.5423,121011686
