,UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
841,222068,Natimuk (L),222.0,200 to 499,22.0,Bounded Locality,1.1541,222062.0,Natimuk (L),222.0,499 or less,22.0,Bounded Locality,1.1541,
842,222069,Newhaven (L),222.0,200 to 499,22.0,Bounded Locality,0.8227,222063.0,Newhaven (L),222.0,499 or less,22.0,Bounded Locality,0.8227,
843,222071,Nilma (L),222.0,200 to 499,22.0,Bounded Locality,0.7998,222064.0,Nilma (L),222.0,499 or less,22.0,Bounded Locality,0.7998,
844,222072,Noorat (L),222.0,200 to 499,22.0,Bounded Locality,1.2411,222065.0,Noorat (L),222.0,499 or less,22.0,Bounded Locality,1.2411,
845,222073,Nyah (L),222.0,200 to 499,22.0,Bounded Locality,0.6947,222066.0,Nyah (L),222.0,499 or less,22.0,Bounded Locality,0.6947,
846,222075,Omeo (L),222.0,200 to 499,22.0,Bounded Locality,1.7822,222067.0,Omeo (L),222.0,499 or less,22.0,Bounded Locality,1.7822,
847,222077,Panton Hill (L),222.0,200 to 499,22.0,Bounded Locality,0.449,222068.0,Panton Hill (L),222.0,499 or less,22.0,Bounded Locality,0.449,
848,222078,Penshurst (L),222.0,200 to 499,22.0,Bounded Locality,3.7792,222069.0,Penshurst (L),222.0,499 or less,22.0,Bounded Locality,3.7792,
849,,,,,,,,222070.0,Peterborough (L),222.0,499 or less,22.0,Bounded Locality,1.805,New
850,222079,Poowong (L),222.0,200 to 499,22.0,Bounded Locality,1.1292,222071.0,Poowong (L),222.0,499 or less,22.0,Bounded Locality,1.1292,
851,222080,Port Albert (L),222.0,200 to 499,22.0,Bounded Locality,0.7142,222072.0,Port Albert (L),222.0,499 or less,22.0,Bounded Locality,0.7142,
852,222081,Port Campbell (L),222.0,200 to 499,22.0,Bounded Locality,1.8626,222073.0,Port Campbell (L),222.0,499 or less,22.0,Bounded Locality,1.8626,
853,222082,Powelltown (L),222.0,200 to 499,22.0,Bounded Locality,1.2573,222074.0,Powelltown (L),222.0,499 or less,22.0,Bounded Locality,1.2573,
854,222083,Pyalong (L),222.0,200 to 499,22.0,Bounded Locality,4.0787,222075.0,Pyalong (L),222.0,499 or less,22.0,Bounded Locality,4.0787,
855,222084,Pyramid Hill (L),222.0,200 to 499,22.0,Bounded Locality,0.9405,222076.0,Pyramid Hill (L),222.0,499 or less,22.0,Bounded Locality,0.9405,
856,222086,Rainbow (L),222.0,200 to 499,22.0,Bounded Locality,2.0772,222077.0,Rainbow (L),222.0,499 or less,22.0,Bounded Locality,2.0772,
857,222087,Rawson (L),222.0,200 to 499,22.0,Bounded Locality,1.019,222078.0,Rawson (L),222.0,499 or less,22.0,Bounded Locality,1.019,
858,222088,Red Hill South (L),222.0,200 to 499,22.0,Bounded Locality,0.6656,222079.0,Red Hill South (L),222.0,499 or less,22.0,Bounded Locality,0.6656,
859,222090,Rupanyup (L),222.0,200 to 499,22.0,Bounded Locality,1.3937,222080.0,Rupanyup (L),222.0,499 or less,22.0,Bounded Locality,1.3937,
860,222091,Sandy Point (L),222.0,200 to 499,22.0,Bounded Locality,1.0848,222081.0,Sandy Point (L),222.0,499 or less,22.0,Bounded Locality,1.0848,
861,222092,Sawmill Settlement (L),222.0,200 to 499,22.0,Bounded Locality,3.6016,222082.0,Sawmill Settlement (L),222.0,499 or less,22.0,Bounded Locality,3.6016,
862,222093,Shepparton East (L),222.0,200 to 499,22.0,Bounded Locality,0.5596,222083.0,Shepparton East (L),222.0,499 or less,22.0,Bounded Locality,0.5596,
863,222095,Skipton (L),222.0,200 to 499,22.0,Bounded Locality,3.632,222084.0,Skipton (L),222.0,499 or less,22.0,Bounded Locality,3.632,
864,222096,Smiths Beach (L),222.0,200 to 499,22.0,Bounded Locality,0.7397,222085.0,Smiths Beach (L),222.0,499 or less,22.0,Bounded Locality,0.7397,
865,222098,St Andrews (L),222.0,200 to 499,22.0,Bounded Locality,2.8669,222086.0,St Andrews (L),222.0,499 or less,22.0,Bounded Locality,2.8669,
866,222099,Stanhope (L),222.0,200 to 499,22.0,Bounded Locality,1.531,222087.0,Stanhope (L),222.0,499 or less,22.0,Bounded Locality,1.531,
867,222101,Talbot (L),222.0,200 to 499,22.0,Bounded Locality,3.0483,222088.0,Talbot (L),222.0,499 or less,22.0,Bounded Locality,3.0483,
868,222102,Tallarook (L),222.0,200 to 499,22.0,Bounded Locality,1.4134,222089.0,Tallarook (L),222.0,499 or less,22.0,Bounded Locality,1.4134,
869,222103,Tallygaroopna (L),222.0,200 to 499,22.0,Bounded Locality,0.3563,222090.0,Tallygaroopna (L),222.0,499 or less,22.0,Bounded Locality,0.3563,
870,222104,Tangambalanga (L),222.0,200 to 499,22.0,Bounded Locality,0.7521,222091.0,Tangambalanga (L),222.0,499 or less,22.0,Bounded Locality,0.7521,
871,222106,Toolamba (L),222.0,200 to 499,22.0,Bounded Locality,0.7163,222092.0,Toolamba (L),222.0,499 or less,22.0,Bounded Locality,0.7163,
872,222108,Toora (L),222.0,200 to 499,22.0,Bounded Locality,1.096,222093.0,Toora (L),222.0,499 or less,22.0,Bounded Locality,1.096,
873,222109,Tungamah (L),222.0,200 to 499,22.0,Bounded Locality,1.1217,222094.0,Tungamah (L),222.0,499 or less,22.0,Bounded Locality,1.1217,
874,222122,Tyers (L),222.0,200 to 499,22.0,Bounded Locality,1.4904,222095.0,Tyers (L),222.0,499 or less,22.0,Bounded Locality,1.4904,
875,222110,Tylden (L),222.0,200 to 499,22.0,Bounded Locality,1.8839,222096.0,Tylden (L),222.0,499 or less,22.0,Bounded Locality,1.8839,
876,222111,Tynong (L),222.0,200 to 499,22.0,Bounded Locality,0.646,222097.0,Tynong (L),222.0,499 or less,22.0,Bounded Locality,0.646,
877,222113,Wandiligong (L),222.0,200 to 499,22.0,Bounded Locality,3.1383,222098.0,Wandiligong (L),222.0,499 or less,22.0,Bounded Locality,3.1383,
878,222114,Waterford Park (L),222.0,200 to 499,22.0,Bounded Locality,0.1896,222099.0,Waterford Park (L),222.0,499 or less,22.0,Bounded Locality,0.1896,
879,222115,Willaura (L),222.0,200 to 499,22.0,Bounded Locality,1.8922,222100.0,Willaura (L),222.0,499 or less,22.0,Bounded Locality,1.8922,
880,222116,Willow Grove (L),222.0,200 to 499,22.0,Bounded Locality,0.6413,222101.0,Willow Grove (L),222.0,499 or less,22.0,Bounded Locality,0.6413,
881,222117,Wimbledon Heights (L),222.0,200 to 499,22.0,Bounded Locality,0.3363,222102.0,Wimbledon Heights (L),222.0,499 or less,22.0,Bounded Locality,0.3363,
882,222118,Wonga Park - South (L),222.0,200 to 499,22.0,Bounded Locality,0.2719,222103.0,Wonga Park - South (L),222.0,499 or less,22.0,Bounded Locality,0.2719,
883,222120,Woorinen South (L),222.0,200 to 499,22.0,Bounded Locality,0.6628,222104.0,Woorinen South (L),222.0,499 or less,22.0,Bounded Locality,0.6628,
884,222121,Wunghnu (L),222.0,200 to 499,22.0,Bounded Locality,0.7652,222105.0,Wunghnu (L),222.0,499 or less,22.0,Bounded Locality,0.7652,
885,301001,Brisbane,301.0,1 million or more,30.0,Major Urban,2003.9226,301001.0,Brisbane,301.0,1 million or more,30.0,Major Urban,2026.9222,
886,321036,Deebing Heights (L),321.0,500 or more,32.0,Bounded Locality,2.2485,301001.0,Brisbane,301.0,1 million or more,30.0,Major Urban,2026.9222,Amalgamated
887,302001,Gold Coast - Tweed Heads (Gold Coast Part),302.0,"250,000 to 999,999",30.0,Major Urban,580.0323,302001.0,Gold Coast - Tweed Heads (Gold Coast Part),302.0,"250,000 to 999,999",30.0,Major Urban,552.7077,
888,303002,Sunshine Coast,303.0,"100,000 to 249,999",30.0,Major Urban,321.0443,302002.0,Sunshine Coast,302.0,"250,000 to 999,999",30.0,Major Urban,368.7256,
889,303001,Cairns,303.0,"100,000 to 249,999",30.0,Major Urban,198.5675,303001.0,Cairns,303.0,"100,000 to 249,999",30.0,Major Urban,198.5773,
890,303003,Toowoomba,303.0,"100,000 to 249,999",30.0,Major Urban,114.1149,303002.0,Toowoomba,303.0,"100,000 to 249,999",30.0,Major Urban,119.9124,
891,303004,Townsville,303.0,"100,000 to 249,999",30.0,Major Urban,261.2498,303003.0,Townsville,303.0,"100,000 to 249,999",30.0,Major Urban,265.9586,
892,311001,Bundaberg,311.0,"50,000 to 99,999",31.0,Other Urban,104.2226,311001.0,Bundaberg,311.0,"50,000 to 99,999",31.0,Other Urban,104.3933,
893,311002,Hervey Bay,311.0,"50,000 to 99,999",31.0,Other Urban,93.2159,311002.0,Hervey Bay,311.0,"50,000 to 99,999",31.0,Other Urban,93.2156,
894,311003,Mackay,311.0,"50,000 to 99,999",31.0,Other Urban,135.9536,311003.0,Mackay,311.0,"50,000 to 99,999",31.0,Other Urban,135.9538,
895,311004,Rockhampton,311.0,"50,000 to 99,999",31.0,Other Urban,94.8375,311004.0,Rockhampton,311.0,"50,000 to 99,999",31.0,Other Urban,95.7052,
896,313002,Bongaree - Woorim,313.0,"10,000 to 19,999",31.0,Other Urban,27.0742,312001.0,Bongaree - Woorim,312.0,"20,000 to 49,999",31.0,Other Urban,27.1701,
897,312001,Gladstone,312.0,"20,000 to 49,999",31.0,Other Urban,101.4082,312002.0,Gladstone (Qld),312.0,"20,000 to 49,999",31.0,Other Urban,101.8846,Name Change
898,312002,Maryborough (Qld),312.0,"20,000 to 49,999",31.0,Other Urban,47.1716,312003.0,Maryborough (Qld),312.0,"20,000 to 49,999",31.0,Other Urban,35.5334,
899,313009,Nambour,313.0,"10,000 to 19,999",31.0,Other Urban,21.3515,312004.0,Nambour,312.0,"20,000 to 49,999",31.0,Other Urban,23.6847,
900,314001,Airlie Beach - Cannonvale,314.0,"5,000 to 9,999",31.0,Other Urban,19.4892,313001.0,Airlie Beach - Cannonvale,313.0,"10,000 to 19,999",31.0,Other Urban,20.2416,
901,313001,Bargara - Innes Park,313.0,"10,000 to 19,999",31.0,Other Urban,21.1099,313002.0,Bargara - Innes Park,313.0,"10,000 to 19,999",31.0,Other Urban,21.1099,
902,313003,Dalby,313.0,"10,000 to 19,999",31.0,Other Urban,47.3875,313003.0,Dalby,313.0,"10,000 to 19,999",31.0,Other Urban,47.3875,(a)
903,313004,Emerald,313.0,"10,000 to 19,999",31.0,Other Urban,38.9821,313004.0,Emerald,313.0,"10,000 to 19,999",31.0,Other Urban,38.982,
904,313005,Gracemere,313.0,"10,000 to 19,999",31.0,Other Urban,22.4585,313005.0,Gracemere,313.0,"10,000 to 19,999",31.0,Other Urban,22.4585,
905,313006,Gympie,313.0,"10,000 to 19,999",31.0,Other Urban,41.4758,313006.0,Gympie,313.0,"10,000 to 19,999",31.0,Other Urban,36.7498,
906,314013,Highfields,314.0,"5,000 to 9,999",31.0,Other Urban,16.5492,313007.0,Highfields,313.0,"10,000 to 19,999",31.0,Other Urban,16.5492,
907,313007,Kingaroy,313.0,"10,000 to 19,999",31.0,Other Urban,53.4767,313008.0,Kingaroy,313.0,"10,000 to 19,999",31.0,Other Urban,29.6626,
908,313008,Mount Isa,313.0,"10,000 to 19,999",31.0,Other Urban,62.8098,313009.0,Mount Isa,313.0,"10,000 to 19,999",31.0,Other Urban,33.6911,
909,313010,Warwick,313.0,"10,000 to 19,999",31.0,Other Urban,37.1953,313010.0,Warwick,313.0,"10,000 to 19,999",31.0,Other Urban,37.1952,
910,315109,Yarrabilba,315.0,"1,000 to 4,999",31.0,Other Urban,38.9224,313011.0,Yarrabilba,313.0,"10,000 to 19,999",31.0,Other Urban,4.3652,
911,313011,Yeppoon,313.0,"10,000 to 19,999",31.0,Other Urban,39.6779,313012.0,Yeppoon,313.0,"10,000 to 19,999",31.0,Other Urban,42.8074,
912,314002,Atherton,314.0,"5,000 to 9,999",31.0,Other Urban,12.2655,314001.0,Atherton,314.0,"5,000 to 9,999",31.0,Other Urban,12.3289,
913,314003,Ayr,314.0,"5,000 to 9,999",31.0,Other Urban,21.1957,314002.0,Ayr,314.0,"5,000 to 9,999",31.0,Other Urban,21.1957,
914,314004,Beaudesert,314.0,"5,000 to 9,999",31.0,Other Urban,9.5403,314003.0,Beaudesert,314.0,"5,000 to 9,999",31.0,Other Urban,15.5678,
915,315034,Gleneagle,315.0,"1,000 to 4,999",31.0,Other Urban,4.9128,314003.0,Beaudesert,314.0,"5,000 to 9,999",31.0,Other Urban,15.5678,Amalgamated
916,314005,Beerwah,314.0,"5,000 to 9,999",31.0,Other Urban,8.0295,314004.0,Beerwah,314.0,"5,000 to 9,999",31.0,Other Urban,8.558,
917,314006,Biloela,314.0,"5,000 to 9,999",31.0,Other Urban,14.7854,314005.0,Biloela,314.0,"5,000 to 9,999",31.0,Other Urban,14.7854,
918,314007,Bowen,314.0,"5,000 to 9,999",31.0,Other Urban,45.133,314006.0,Bowen,314.0,"5,000 to 9,999",31.0,Other Urban,45.133,
919,314008,Charters Towers,314.0,"5,000 to 9,999",31.0,Other Urban,41.8593,314007.0,Charters Towers,314.0,"5,000 to 9,999",31.0,Other Urban,41.8593,
920,314009,Chinchilla,314.0,"5,000 to 9,999",31.0,Other Urban,11.2345,314008.0,Chinchilla,314.0,"5,000 to 9,999",31.0,Other Urban,11.2345,
921,314015,Jimboomba - West,314.0,"5,000 to 9,999",31.0,Other Urban,11.0272,314009.0,Flagstone,314.0,"5,000 to 9,999",31.0,Other Urban,19.6039,Name Change
922,314010,Gatton,314.0,"5,000 to 9,999",31.0,Other Urban,8.4984,314010.0,Gatton,314.0,"5,000 to 9,999",31.0,Other Urban,8.6286,
923,314011,Goondiwindi,314.0,"5,000 to 9,999",31.0,Other Urban,20.0321,314011.0,Goondiwindi,314.0,"5,000 to 9,999",31.0,Other Urban,20.0587,
924,314012,Gordonvale,314.0,"5,000 to 9,999",31.0,Other Urban,14.4744,314012.0,Gordonvale,314.0,"5,000 to 9,999",31.0,Other Urban,14.4744,
925,314014,Innisfail,314.0,"5,000 to 9,999",31.0,Other Urban,10.2838,314013.0,Innisfail,314.0,"5,000 to 9,999",31.0,Other Urban,10.2838,
926,315043,Jimboomba,315.0,"1,000 to 4,999",31.0,Other Urban,28.4474,314014.0,Jimboomba,314.0,"5,000 to 9,999",31.0,Other Urban,28.4475,
927,315044,Kensington Grove - Regency Downs,315.0,"1,000 to 4,999",31.0,Other Urban,24.309,314015.0,Kensington Grove - Regency Downs,314.0,"5,000 to 9,999",31.0,Other Urban,24.309,
928,314016,Mareeba,314.0,"5,000 to 9,999",31.0,Other Urban,13.4682,314016.0,Mareeba,314.0,"5,000 to 9,999",31.0,Other Urban,13.9245,
929,314017,Moranbah,314.0,"5,000 to 9,999",31.0,Other Urban,12.5367,314017.0,Moranbah,314.0,"5,000 to 9,999",31.0,Other Urban,12.5367,
930,314018,Mount Cotton,314.0,"5,000 to 9,999",31.0,Other Urban,5.3129,314018.0,Mount Cotton,314.0,"5,000 to 9,999",31.0,Other Urban,5.5502,
931,315076,Palmwoods,315.0,"1,000 to 4,999",31.0,Other Urban,3.9407,314019.0,Palmwoods,314.0,"5,000 to 9,999",31.0,Other Urban,7.3091,
932,314019,Roma,314.0,"5,000 to 9,999",31.0,Other Urban,78.0284,314020.0,Roma,314.0,"5,000 to 9,999",31.0,Other Urban,37.3413,
933,314020,Sandstone Point - Ningi,314.0,"5,000 to 9,999",31.0,Other Urban,36.5018,314021.0,Sandstone Point - Ningi,314.0,"5,000 to 9,999",31.0,Other Urban,36.5017,
934,314021,Tamborine Mountain,314.0,"5,000 to 9,999",31.0,Other Urban,35.9685,314022.0,Tamborine Mountain,314.0,"5,000 to 9,999",31.0,Other Urban,35.9685,
935,314022,Tannum Sands - Boyne Island,314.0,"5,000 to 9,999",31.0,Other Urban,53.6952,314023.0,Tannum Sands - Boyne Island,314.0,"5,000 to 9,999",31.0,Other Urban,53.6952,
936,321001,Agnes Water (L),321.0,500 or more,32.0,Bounded Locality,3.8415,315001.0,Agnes Water,315.0,"4,999 or less",31.0,Other Urban,3.8415,Name Change
937,315001,Alice River,315.0,"1,000 to 4,999",31.0,Other Urban,5.2647,315002.0,Alice River,315.0,"4,999 or less",31.0,Other Urban,9.2556,
938,315002,Allingham,315.0,"1,000 to 4,999",31.0,Other Urban,5.0054,315003.0,Allingham,315.0,"4,999 or less",31.0,Other Urban,5.0054,
939,315003,Aurukun,315.0,"1,000 to 4,999",31.0,Other Urban,30.5428,315004.0,Aurukun,315.0,"4,999 or less",31.0,Other Urban,30.5428,
940,321006,Babinda (L),321.0,500 or more,32.0,Bounded Locality,2.5128,315005.0,Babinda,315.0,"4,999 or less",31.0,Other Urban,2.8729,Name Change
941,315004,Bamaga,315.0,"1,000 to 4,999",31.0,Other Urban,10.0534,315006.0,Bamaga,315.0,"4,999 or less",31.0,Other Urban,10.0534,
942,315005,Beachmere,315.0,"1,000 to 4,999",31.0,Other Urban,5.3945,315007.0,Beachmere,315.0,"4,999 or less",31.0,Other Urban,5.3492,
943,315006,Blackwater,315.0,"1,000 to 4,999",31.0,Other Urban,12.5772,315008.0,Blackwater,315.0,"4,999 or less",31.0,Other Urban,12.5772,
944,315007,Boonah,315.0,"1,000 to 4,999",31.0,Other Urban,8.561,315009.0,Boonah,315.0,"4,999 or less",31.0,Other Urban,8.561,
945,315008,Burnett Heads,315.0,"1,000 to 4,999",31.0,Other Urban,15.9954,315010.0,Burnett Heads,315.0,"4,999 or less",31.0,Other Urban,16.0813,
946,315009,Burrum Heads,315.0,"1,000 to 4,999",31.0,Other Urban,1.4498,315011.0,Burrum Heads,315.0,"4,999 or less",31.0,Other Urban,1.4498,
947,315010,Calliope,315.0,"1,000 to 4,999",31.0,Other Urban,6.1862,315012.0,Calliope,315.0,"4,999 or less",31.0,Other Urban,7.0516,
948,315011,Cambooya,315.0,"1,000 to 4,999",31.0,Other Urban,2.4843,315013.0,Cambooya,315.0,"4,999 or less",31.0,Other Urban,2.4844,
949,315012,Cardwell,315.0,"1,000 to 4,999",31.0,Other Urban,4.8561,315014.0,Cardwell,315.0,"4,999 or less",31.0,Other Urban,4.8561,
950,315013,Cedar Grove,315.0,"1,000 to 4,999",31.0,Other Urban,10.5419,315015.0,Cedar Grove,315.0,"4,999 or less",31.0,Other Urban,11.1228,
951,315014,Cedar Vale,315.0,"1,000 to 4,999",31.0,Other Urban,6.8169,315016.0,Cedar Vale,315.0,"4,999 or less",31.0,Other Urban,8.6124,
952,315015,Charleville,315.0,"1,000 to 4,999",31.0,Other Urban,17.4807,315017.0,Charleville,315.0,"4,999 or less",31.0,Other Urban,13.0447,
953,315016,Cherbourg,315.0,"1,000 to 4,999",31.0,Other Urban,31.6002,315018.0,Cherbourg,315.0,"4,999 or less",31.0,Other Urban,31.6002,
954,315017,Childers,315.0,"1,000 to 4,999",31.0,Other Urban,2.1239,315019.0,Childers,315.0,"4,999 or less",31.0,Other Urban,2.1239,
955,315018,Clermont,315.0,"1,000 to 4,999",31.0,Other Urban,3.8,315020.0,Clermont,315.0,"4,999 or less",31.0,Other Urban,4.9157,
956,315019,Clifton,315.0,"1,000 to 4,999",31.0,Other Urban,4.1027,315021.0,Clifton,315.0,"4,999 or less",31.0,Other Urban,4.1026,
957,315020,Cloncurry,315.0,"1,000 to 4,999",31.0,Other Urban,14.784,315022.0,Cloncurry,315.0,"4,999 or less",31.0,Other Urban,14.784,
958,315021,Collinsville,315.0,"1,000 to 4,999",31.0,Other Urban,2.789,315023.0,Collinsville,315.0,"4,999 or less",31.0,Other Urban,2.789,
959,315022,Cooktown,315.0,"1,000 to 4,999",31.0,Other Urban,10.369,315024.0,Cooktown,315.0,"4,999 or less",31.0,Other Urban,10.369,
960,315023,Cooloola Village,315.0,"1,000 to 4,999",31.0,Other Urban,4.6327,315025.0,Cooloola Village,315.0,"4,999 or less",31.0,Other Urban,4.6327,
961,315024,Cooroy,315.0,"1,000 to 4,999",31.0,Other Urban,6.4944,315026.0,Cooroy,315.0,"4,999 or less",31.0,Other Urban,6.4944,
962,315025,Crows Nest,315.0,"1,000 to 4,999",31.0,Other Urban,5.1008,315027.0,Crows Nest,315.0,"4,999 or less",31.0,Other Urban,5.1008,
963,315026,D'Aguilar,315.0,"1,000 to 4,999",31.0,Other Urban,2.7318,315028.0,D'Aguilar,315.0,"4,999 or less",31.0,Other Urban,5.856,
964,315027,Dayboro,315.0,"1,000 to 4,999",31.0,Other Urban,9.5326,315029.0,Dayboro,315.0,"4,999 or less",31.0,Other Urban,9.5326,
965,315028,Doomadgee,315.0,"1,000 to 4,999",31.0,Other Urban,4.9976,315030.0,Doomadgee,315.0,"4,999 or less",31.0,Other Urban,4.9976,
966,315029,Dysart,315.0,"1,000 to 4,999",31.0,Other Urban,5.0853,315031.0,Dysart,315.0,"4,999 or less",31.0,Other Urban,6.3961,
967,315030,Emu Park,315.0,"1,000 to 4,999",31.0,Other Urban,15.0742,315032.0,Emu Park,315.0,"4,999 or less",31.0,Other Urban,15.0742,
968,321040,Esk (L),321.0,500 or more,32.0,Bounded Locality,6.3732,315033.0,Esk,315.0,"4,999 or less",31.0,Other Urban,6.3733,Name Change
969,321041,Eumundi (L),321.0,500 or more,32.0,Bounded Locality,3.4029,315034.0,Eumundi,315.0,"4,999 or less",31.0,Other Urban,3.4029,Name Change
970,315031,Fernvale,315.0,"1,000 to 4,999",31.0,Other Urban,5.5231,315035.0,Fernvale,315.0,"4,999 or less",31.0,Other Urban,5.5231,
971,315032,Gayndah,315.0,"1,000 to 4,999",31.0,Other Urban,7.9564,315036.0,Gayndah,315.0,"4,999 or less",31.0,Other Urban,7.9564,
972,315033,Glass House Mountains,315.0,"1,000 to 4,999",31.0,Other Urban,11.1234,315037.0,Glass House Mountains,315.0,"4,999 or less",31.0,Other Urban,11.1233,
973,315035,Gowrie Junction,315.0,"1,000 to 4,999",31.0,Other Urban,17.5341,315038.0,Gowrie Junction,315.0,"4,999 or less",31.0,Other Urban,9.5292,
974,315036,Gununa,315.0,"1,000 to 4,999",31.0,Other Urban,6.2071,315039.0,Gununa,315.0,"4,999 or less",31.0,Other Urban,6.2071,
975,315037,Hamilton Island,315.0,"1,000 to 4,999",31.0,Other Urban,7.0161,315040.0,Hamilton Island,315.0,"4,999 or less",31.0,Other Urban,7.0754,
976,315038,Hay Point,315.0,"1,000 to 4,999",31.0,Other Urban,24.6035,315041.0,Hay Point,315.0,"4,999 or less",31.0,Other Urban,24.6035,
977,315039,Home Hill,315.0,"1,000 to 4,999",31.0,Other Urban,20.1658,315042.0,Home Hill,315.0,"4,999 or less",31.0,Other Urban,4.1109,
978,315040,Howard,315.0,"1,000 to 4,999",31.0,Other Urban,2.0946,315043.0,Howard,315.0,"4,999 or less",31.0,Other Urban,2.0946,
979,315041,Ingham,315.0,"1,000 to 4,999",31.0,Other Urban,33.1502,315044.0,Ingham,315.0,"4,999 or less",31.0,Other Urban,19.6205,
980,315042,Jacobs Well,315.0,"1,000 to 4,999",31.0,Other Urban,6.3857,315045.0,Jacobs Well,315.0,"4,999 or less",31.0,Other Urban,6.3857,
981,315045,Kilcoy,315.0,"1,000 to 4,999",31.0,Other Urban,3.3116,315046.0,Kilcoy,315.0,"4,999 or less",31.0,Other Urban,5.2775,
982,315046,Kingsthorpe,315.0,"1,000 to 4,999",31.0,Other Urban,3.6659,315047.0,Kingsthorpe,315.0,"4,999 or less",31.0,Other Urban,4.2811,
983,315047,Kooralbyn,315.0,"1,000 to 4,999",31.0,Other Urban,15.3152,315048.0,Kooralbyn,315.0,"4,999 or less",31.0,Other Urban,15.3152,
984,315048,Kuranda,315.0,"1,000 to 4,999",31.0,Other Urban,17.6433,315049.0,Kuranda,315.0,"4,999 or less",31.0,Other Urban,17.6433,
985,315049,Laidley,315.0,"1,000 to 4,999",31.0,Other Urban,7.561,315050.0,Laidley,315.0,"4,999 or less",31.0,Other Urban,8.8884,
986,315050,Landsborough,315.0,"1,000 to 4,999",31.0,Other Urban,12.8756,315051.0,Landsborough,315.0,"4,999 or less",31.0,Other Urban,13.2881,
987,315051,Logan Village,315.0,"1,000 to 4,999",31.0,Other Urban,15.2113,315052.0,Logan Village,315.0,"4,999 or less",31.0,Other Urban,14.843,
988,315052,Longreach,315.0,"1,000 to 4,999",31.0,Other Urban,14.1687,315053.0,Longreach,315.0,"4,999 or less",31.0,Other Urban,14.1687,
989,315053,Lowood,315.0,"1,000 to 4,999",31.0,Other Urban,15.1671,315054.0,Lowood,315.0,"4,999 or less",31.0,Other Urban,15.1671,
990,315054,Macleay Island,315.0,"1,000 to 4,999",31.0,Other Urban,7.23,315055.0,Macleay Island,315.0,"4,999 or less",31.0,Other Urban,7.23,
991,315055,Malanda,315.0,"1,000 to 4,999",31.0,Other Urban,9.957,315056.0,Malanda,315.0,"4,999 or less",31.0,Other Urban,9.957,
992,315056,Maleny,315.0,"1,000 to 4,999",31.0,Other Urban,5.739,315057.0,Maleny,315.0,"4,999 or less",31.0,Other Urban,5.739,
993,315057,Marian,315.0,"1,000 to 4,999",31.0,Other Urban,2.4133,315058.0,Marian,315.0,"4,999 or less",31.0,Other Urban,2.9496,
994,315058,Meridan Plains,315.0,"1,000 to 4,999",31.0,Other Urban,0.5724,315059.0,Meridan Plains,315.0,"4,999 or less",31.0,Other Urban,0.6298,
995,315059,Meringandan West,315.0,"1,000 to 4,999",31.0,Other Urban,24.3385,315060.0,Meringandan West,315.0,"4,999 or less",31.0,Other Urban,6.7945,
996,315060,Middlemount,315.0,"1,000 to 4,999",31.0,Other Urban,12.1722,315061.0,Middlemount,315.0,"4,999 or less",31.0,Other Urban,12.1722,
997,315061,Miles,315.0,"1,000 to 4,999",31.0,Other Urban,4.9665,315062.0,Miles,315.0,"4,999 or less",31.0,Other Urban,4.9665,
998,315062,Millmerran,315.0,"1,000 to 4,999",31.0,Other Urban,4.6728,315063.0,Millmerran,315.0,"4,999 or less",31.0,Other Urban,4.6728,
999,321079,Mirani (L),321.0,500 or more,32.0,Bounded Locality,1.0961,315064.0,Mirani,315.0,"4,999 or less",31.0,Other Urban,1.5703,Name Change
1000,315063,Monto,315.0,"1,000 to 4,999",31.0,Other Urban,4.5134,315065.0,Monto,315.0,"4,999 or less",31.0,Other Urban,4.5134,
1001,315064,Mooloolah,315.0,"1,000 to 4,999",31.0,Other Urban,11.4495,315066.0,Mooloolah,315.0,"4,999 or less",31.0,Other Urban,8.0817,
1002,315065,Moore Park,315.0,"1,000 to 4,999",31.0,Other Urban,5.1677,315067.0,Moore Park,315.0,"4,999 or less",31.0,Other Urban,5.1677,
1003,315066,Mossman,315.0,"1,000 to 4,999",31.0,Other Urban,4.7856,315068.0,Mossman,315.0,"4,999 or less",31.0,Other Urban,4.7856,
1004,315067,Mount Morgan,315.0,"1,000 to 4,999",31.0,Other Urban,13.2156,315069.0,Mount Morgan,315.0,"4,999 or less",31.0,Other Urban,13.2156,
1005,315068,Moura,315.0,"1,000 to 4,999",31.0,Other Urban,3.799,315070.0,Moura,315.0,"4,999 or less",31.0,Other Urban,3.9732,
1006,315069,Mulambin,315.0,"1,000 to 4,999",31.0,Other Urban,2.0431,315071.0,Mulambin,315.0,"4,999 or less",31.0,Other Urban,2.0431,
1007,315070,Mundubbera,315.0,"1,000 to 4,999",31.0,Other Urban,4.4286,315072.0,Mundubbera,315.0,"4,999 or less",31.0,Other Urban,4.4286,
1008,315071,Murgon,315.0,"1,000 to 4,999",31.0,Other Urban,4.9338,315073.0,Murgon,315.0,"4,999 or less",31.0,Other Urban,4.9338,
